KO	WT	KO_1	KO_2	KO_3	KO_4	WT_1	WT_2	WT_3	WT_4	mean_KO	mean_WT	pvalue	qvalue	active_WT	active_KO	fold	qvalue_0_05	fold_1_5	active	final_sig	final_sig_2
3517	chr21:40298131-40298302::F3_10	chr21:40298131-40298302::F3_17	-0.280902215258265	-0.0146302679843957	-0.00460140821629025	-0.325901365453365	-0.0351658447386337	-0.0695296340945615	-0.0731849986610663	-0.0160688101816818	-0.156508814228079	-0.0484873219189858	0.296038298047725	0.40244971370249	0	0	-0.108021492309093	0	0	0	0	0
3518	chr14:33062574-33062745::F2_10	chr14:33062574-33062745::F2_17	-0.738998448468891	-0.931622797777167	-0.845834585737928	-0.794667203862196	-0.304790432834623	-0.0408502643819381	0.260326756354926	-0.00641858588236973	-0.827780758961546	-0.0229331316860012	0.00351196913288934	0.0139473910055806	0	0	-0.804847627275545	1	1	0	0	1
3519	chr15:30133220-30133391::F2_10	chr15:30133220-30133391::F2_17	-0.116295935799609	0.0207600128120756	0.0515322030249964	-0.104908847333582	0.919982914540079	0.777048370351868	0.739595120905297	0.684052316894934	-0.0372281418240297	0.780169680673044	2.06001018449726e-05	0.000618225759152907	1	0	-0.817397822497074	1	1	1	1	1
3520	chr16:10695646-10695817::F1_10	chr16:10695646-10695817::F1_17	0.0336178147223802	0.0137283809622588	0.208273382140574	-0.0461107833598742	-1.42290104110078	-1.59267070136532	-1.48004015320642	-1.49300970344186	0.0523771986163347	-1.49715539977859	1.88066346785769e-06	0.00024282426915223	0	1	1.54953259839492	1	2	1	2	2
3521	chr14:45535282-45535453::F3_10	chr14:45535282-45535453::F3_17	-0.259268086710858	-0.00400430990355106	-0.0817355807936146	0.116945078879253	-0.190424326371569	0.137965988611531	-0.0260769301871918	-0.103694542387492	-0.0570157246321927	-0.0455574525836804	0.916934917892307	0.941872833328046	0	0	-0.0114582720485123	0	0	0	0	0
3522	chr7:46552396-46552567::F1_10	chr7:46552396-46552567::F1_17	-0.323754947753494	0.188271535603547	0.0177983137076207	0.142739222036136	-0.569037420278949	-0.469601219436528	-0.270481784214452	-0.113757278590794	0.00626353089845243	-0.355719425630181	0.0578664634300692	0.11392716488076	0	0	0.361982956528633	0	0	0	0	0
3523	chr13:39442953-39443124::F1_10	chr13:39442953-39443124::F1_17	-0.129250170487985	-0.229147947792851	0.0655351673599352	0.0242995057678071	0.141090492504214	0.01057022920885	0.229517583452993	0.216708124615299	-0.0671408612882734	0.149471607445339	0.0467196748476882	0.0968587135005097	1	0	-0.216612468733612	0	0	1	0	0
3524	chr15:99232922-99233093::F2_10	chr15:99232922-99233093::F2_17	-0.126898005551897	-0.0919633641990647	-0.0304324670329461	-0.0326839515841154	0.0425605849725448	-0.127664256330905	-0.0283184672288953	0.0380883188058084	-0.0704944470920058	-0.0188334549453618	0.3155314131208	0.421822876389762	0	0	-0.051660992146644	0	0	0	0	0
3525	chr21:39008976-39009147::F3_10	chr21:39008976-39009147::F3_17	-0.33914187990487	-0.517984458586702	-0.309732697176113	-0.197644078438094	-0.0742391230320156	0.0119028349524176	0.172757193298163	-0.117026030992362	-0.341125778526445	-0.00165128144344925	0.0103368851304977	0.0305268011938953	0	0	-0.339474497082996	1	0	0	0	0
3526	chr8:41676410-41676581::F3_10	chr8:41676410-41676581::F3_17	0.768573829302664	0.889729642388888	0.93314269887627	0.686609012954689	0.321896080708675	0.0485966826314202	0.220017525722715	0.421788828515038	0.819513795880628	0.253074779394462	0.00164685093488948	0.00835769322715392	1	1	0.566439016486166	1	0	1	0	0
3527	chr20:1396578-1396749::F1_10	chr20:1396578-1396749::F1_17	-0.146751206661045	-0.0354537280523729	-0.267269268155588	-0.158936536554579	-1.39038098197291	-1.85015995955063	-2.10298888044862	-2.33048603513833	-0.152102684855896	-1.91850396427762	0.00224525893420885	0.0103363827551638	0	0	1.76640127942172	1	2	0	0	2
3528	chr9:137494691-137494862::F3_10	chr9:137494691-137494862::F3_17	-0.406257990254074	-0.310438976064789	-0.173561094224626	-0.311189538824641	0.0501308767069696	-0.0649944429563625	-0.057054850862493	0.0193076247879062	-0.300361899842032	-0.0131526980809949	0.00385127315572141	0.0148797971889807	0	0	-0.287209201761037	1	0	0	0	0
3529	chr11:20008983-20009154::F1_10	chr11:20008983-20009154::F1_17	0.476722481317967	0.248361424424231	0.367055080487378	0.215779822462957	-0.308023308428653	-0.573345618966477	-0.336560059230041	-0.414605263108248	0.326979702173133	-0.408133562433355	0.000124830414000156	0.00162689778997386	0	1	0.735113264606488	1	2	1	2	2
3530	chr22:28309221-28309392::F2_10	chr22:28309221-28309392::F2_17	-0.178943642340617	-0.313592109546637	-0.246944795343431	-0.313300600497593	0.619753924478632	0.363950606529914	0.430792627732952	0.628997945497677	-0.26319528693207	0.510873776059794	0.000321384748080441	0.00301406777253819	1	0	-0.774069062991864	1	1	1	1	1
3531	chr11:16955473-16955644::F2_10	chr11:16955473-16955644::F2_17	0.403220567256775	0.191944156130314	-0.0563756061132536	0.108600342600956	0.178275845204345	0.0110897964760543	0.161235074152697	-0.109522452647078	0.161847364968698	0.0602695657965046	0.423054220302465	0.530921571229495	0	1	0.101577799172193	0	0	1	0	0
3532	chr9:78980179-78980350::F3_10	chr9:78980179-78980350::F3_17	0.0489520775574088	0.0720622240680982	0.348707959649415	-0.0955929982263047	-0.0293176680808678	-0.130351360822818	-0.0757758246105024	0.0287747820605694	0.0935323157621543	-0.0516675178634047	0.219414732594215	0.318397960105353	0	0	0.145199833625559	0	0	0	0	0
3533	chr18:10040660-10040831::F1_10	chr18:10040660-10040831::F1_17	-0.386100227626099	-0.314478245910507	-0.20266414492269	-0.307888049625072	0.860014922823098	1.15270989399628	1.10273550839914	1.12021598462909	-0.302782667021092	1.0589190774619	1.67915527555819e-05	0.000575473462339449	1	0	-1.36170174448299	1	1	1	1	1
3534	chr5:38695727-38695898::F2_10	chr5:38695727-38695898::F2_17	-0.131876685875097	0.108076323614267	-0.062983195082148	-0.0316589583181927	0.301739310055647	0.00199968721253334	0.0916263212215825	0.284694886076609	-0.0296106289152927	0.170015051141593	0.0721974401668354	0.134645679478089	1	0	-0.199625680056886	0	0	1	0	0
3535	chr9:137494577-137494748::F2_10	chr9:137494577-137494748::F2_17	0.258242167537788	0.172309965631525	0.220557342187075	0.266978248256848	0.980318368679631	0.889634246243042	1.09522590973788	0.788325456366349	0.229521930903309	0.938375995256725	0.000796287506794901	0.00531368778572751	1	1	-0.708854064353416	1	1	1	1	1
3536	chr12:46849640-46849811::F2_10	chr12:46849640-46849811::F2_17	0.865988678069067	1.16906129842994	0.725781160881635	0.874893092528229	-0.0200557897993344	-0.543110566948902	-0.255345471038978	-0.530343983607508	0.908931057477218	-0.337213952848681	0.000299302132785349	0.00286999212646677	0	1	1.2461450103259	1	2	1	2	2
3537	chr6:91463773-91463944::F3_10	chr6:91463773-91463944::F3_17	-0.0176679213196481	-0.149607708204188	-0.29015055628246	0.142003597320534	0.150438776465659	0.00638555918757263	-0.223141159403951	0.17170474556972	-0.0788556471214405	0.0263469804547502	0.447716574381879	0.555220554158631	0	0	-0.105202627576191	0	0	0	0	0
3538	chr10:3542784-3542955::F3_10	chr10:3542784-3542955::F3_17	0.100877336709745	0.105274604679511	0.170695046229848	0.373496843974204	-0.298489839348336	0.227772214331978	-0.177287101334675	-0.245027129540251	0.187585957898327	-0.123257963972821	0.0752528307933117	0.139175122106751	0	1	0.310843921871148	0	0	1	0	0
3539	chr11:13628218-13628389::F1_10	chr11:13628218-13628389::F1_17	-0.15756254186448	-0.55454215883667	-0.116292874835916	-0.0301379978777054	-0.212603769173158	-0.10766139545039	-0.0427306328290719	0.102292355143923	-0.214633893353693	-0.0651758605771742	0.317101305755242	0.423106572831796	0	0	-0.149458032776519	0	0	0	0	0
3540	chr21:40298017-40298188::F2_10	chr21:40298017-40298188::F2_17	0.452922116872506	0.539887157004616	0.662100018044938	0.325250605805184	-0.252572501299783	-0.187679433278075	0.0274665352312456	-0.301996380823935	0.495039974431811	-0.178695445042637	0.000566981825557381	0.00419158867575843	0	1	0.673735419474448	1	2	1	2	2
3541	chr4:24009710-24009881::F2_10	chr4:24009710-24009881::F2_17	-0.359545681872759	-0.133725976265103	-0.66147845312199	-0.217474189933168	0.242238029170914	0.113322859766937	0.414848545248705	0.22590645523467	-0.343056075298255	0.249078972355307	0.00781794268040084	0.0250030056230331	1	0	-0.592135047653562	1	1	1	1	1
3542	chr16:89545267-89545438::F2_10	chr16:89545267-89545438::F2_17	-0.0167735340114203	0.0453402042975496	0.352150951709225	-0.0333171370174835	-0.716140494874195	-0.608301256437993	-0.672304374738882	-0.591432110762018	0.0868501212444677	-0.647044559203272	0.00223475120966797	0.0103050986013925	0	0	0.73389468044774	1	2	0	0	2
3543	chr14:33062459-33062630::F1_10	chr14:33062459-33062630::F1_17	-0.150444325281996	-0.0141901690298129	-0.0395609154820937	0.0918657742200676	-0.589356523973201	0.0229016618084047	-0.483473108804693	-0.205505615266224	-0.0280824088934588	-0.313858396558928	0.128377199043262	0.211310468155408	0	0	0.285775987665469	0	0	0	0	0
3544	chr2:72070680-72070851::F3_10	chr2:72070680-72070851::F3_17	-0.492088072571726	-0.525304254629024	-0.779744691848859	-0.50080481752543	0.0835626211742751	0.0704333224816351	-0.000921687645082262	0.113217646393482	-0.57448545914376	0.0665729756010775	0.00125735693472335	0.00709435538778866	1	0	-0.641058434744838	1	1	1	1	1
3545	chr6:6972815-6972986::F2_10	chr6:6972815-6972986::F2_17	0.154548177500974	-0.0176044262483731	-0.0938195989423527	0.00677568465860037	-0.0635287359927937	0.0756187228722589	-0.000918632321674698	-0.0440806617133438	0.0124749592422121	-0.00822732678888832	0.746243351353568	0.813497562677206	0	0	0.0207022860311004	0	0	0	0	0
3546	chr4:77587008-77587179::F2_10	chr4:77587008-77587179::F2_17	0.161004983176271	-0.00508797687940417	-0.0886120806215442	0.184742157452963	-0.0342319503521863	-0.191520366992037	0.0270575185594025	0.258315141935231	0.0630117707820714	0.0149050857876025	0.689805210708697	0.766572964342411	0	0	0.0481066849944689	0	0	0	0	0
3547	chr9:71888152-71888323::F2_10	chr9:71888152-71888323::F2_17	1.48921462589349	1.23675089954425	1.15773446475433	1.42504812007566	1.59511532914529	1.54741716631999	1.3468946743648	1.54081326433626	1.32718702756693	1.50756010854159	0.112611777311784	0.190616032815556	1	1	-0.18037308097466	0	0	1	0	0
3548	chr2:5593622-5593793::F1_10	chr2:5593622-5593793::F1_17	-0.14542600344169	-0.00872238676715118	-0.0754794913095329	-0.0970937751345929	-0.0183508892779733	0.0563606677499122	-0.388995925919566	0.22503742638994	-0.0816804141632417	-0.0314871802644218	0.728285822934234	0.798310540756341	0	0	-0.0501932338988199	0	0	0	0	0
3549	chr2:72070566-72070737::F2_10	chr2:72070566-72070737::F2_17	-0.0434899781728329	-0.0996901229797784	-0.294377011839124	-0.0968838711903229	0.235851189297247	-0.0365425625865224	0.115507630653166	0.15132955589636	-0.133610246045515	0.116536453315063	0.0196711986947745	0.0497787124673601	1	0	-0.250146699360578	1	0	1	0	0
3550	chr12:51013120-51013291::F2_10	chr12:51013120-51013291::F2_17	-2.77516491439279	-2.63837161959512	-2.54989504560132	-3.0396846199112	0.63597750469654	1.26106467914824	0.985536473843683	0.423116932213951	-2.75077904987511	0.826423897475604	1.96730099314129e-05	0.000600134896369255	1	0	-3.57720294735071	1	1	1	1	1
3551	chr18:22819941-22820112::F3_10	chr18:22819941-22820112::F3_17	-0.315040062097415	-0.123521720106732	0.0590948668965404	-0.0581305400031599	-0.123366451815366	0.288806985531579	0.0100473058280855	0.104540121915361	-0.109399363827692	0.0700069903649149	0.175778087009538	0.269293581423001	0	0	-0.179406354192607	0	0	0	0	0
3552	chr6:21459879-21460050::F1_10	chr6:21459879-21460050::F1_17	-0.0501915576713554	0.165821854076772	-0.0497671937231083	0.201515453441597	0.0196116115650372	0.179653130240815	0.175116788571262	-0.0144691506730175	0.0668446390309763	0.0899780949260242	0.794940583126571	0.849568838790899	0	0	-0.0231334558950479	0	0	0	0	0
3553	chr4:77723697-77723868::F1_10	chr4:77723697-77723868::F1_17	-0.223571890389076	-0.0174592172054623	0.0472677804326582	0.0435244423239708	-0.176627293094487	-0.0241686768184045	-0.362748682152604	-0.204927231435001	-0.0375597212094773	-0.192117970875124	0.152336588471728	0.241511347571397	0	0	0.154558249665647	0	0	0	0	0
3554	chr2:30503758-30503929::F3_10	chr2:30503758-30503929::F3_17	0.290037867781837	0.297243371280611	0.127022471513988	0.484075401315222	0.0362967269173135	-0.146110515232592	0.125467996093253	-0.0899471296383274	0.299594777972915	-0.0185732304650882	0.0163538642763408	0.0434018424771721	0	1	0.318168008438003	1	0	1	0	0
3555	chr6:113673397-113673568::F1_10	chr6:113673397-113673568::F1_17	0.620344864276795	0.866648275697082	0.775868045266517	0.502590690516722	0.196032165339209	0.383862079801914	0.298498042610048	0.252809495870116	0.691362968939279	0.282800445905322	0.00859593362171019	0.0267364837354258	1	1	0.408562523033957	1	0	1	0	0
3556	chr4:53791931-53792102::F2_10	chr4:53791931-53792102::F2_17	-0.19119421171706	-0.136677094515024	-0.267385772667581	-0.17298537734589	0.00287248855594825	0.133636029274584	-0.133779364771053	0.135750886094819	-0.192060614061389	0.0346200097885746	0.0307019460954999	0.0703496511441252	0	0	-0.226680623849964	0	0	0	0	0
3557	chr10:18571154-18571325::F2_10	chr10:18571154-18571325::F2_17	-0.0487400662449757	-0.185997335356418	-0.214505928821754	-0.168156553651647	-0.282061211525129	-0.210983642054194	-0.354419420961628	-0.0800779746651291	-0.154349971018699	-0.23188556230152	0.311323381196525	0.41720188568745	0	0	0.077535591282821	0	0	0	0	0
3558	chr4:90630040-90630211::F2_10	chr4:90630040-90630211::F2_17	-0.027457559421494	0.344687357597966	-0.0186192463693013	0.299966753694654	0.181346372398839	-0.343753442171844	0.319097794170464	0.172028968044574	0.149644326375456	0.0821799231105083	0.717795928012709	0.789774671487626	0	1	0.0674644032649477	0	0	1	0	0
3559	chr14:45535053-45535224::F1_10	chr14:45535053-45535224::F1_17	0.103236496783806	-0.125112788658541	-0.255345471038978	-0.125981427874965	0.256195013160802	-0.28098291911323	0.191413707645599	-0.0952315214427977	-0.100800797697169	0.0178485700625933	0.454159698171055	0.560705947130464	0	0	-0.118649367759762	0	0	0	0	0
3560	chr13:39332589-39332760::F3_10	chr13:39332589-39332760::F3_17	-0.122204649646452	-0.201016793566547	-0.11548672233225	-0.0806435027614117	-0.295233405829966	-0.471298574160691	-0.254748623063248	-0.131793603408791	-0.129837917076665	-0.288268551615674	0.105294348246543	0.181269526035599	0	0	0.158430634539009	0	0	0	0	0
3561	chr4:148344345-148344516::F1_10	chr4:148344345-148344516::F1_17	0.203398517185653	0.257590615874786	0.176000608535469	-0.0206654087493537	-0.466424604647207	-0.738423945817308	-0.73181456360284	-0.351860957324767	0.154081083211639	-0.572131017848031	0.00139386396362868	0.00760189855212813	0	1	0.72621210105967	1	2	1	2	2
3562	chr4:90630154-90630325::F3_10	chr4:90630154-90630325::F3_17	-0.473880713264228	-0.404865018307498	-0.541203231485999	-1.10403445441915	0.0564284776598612	0.0756377881690162	-0.0395879333921763	0.0422920663331863	-0.630995854369219	0.0336925996924718	0.023885083944151	0.0578577600601773	0	0	-0.664688454061691	0	1	0	0	0
3563	chr14:59536364-59536535::F2_10	chr14:59536364-59536535::F2_17	0.146959428303977	0.0237282850030939	0.0557105963008865	0.075795182570597	-0.226052048349751	-0.333386173013391	-0.330655481622189	-0.195581688098667	0.0755483730446386	-0.271418847771	0.000338782364003916	0.00307339817802245	0	1	0.346967220815639	1	0	1	0	0
3564	chr5:123932746-123932917::F3_10	chr5:123932746-123932917::F3_17	0.0499213186005606	-0.0903328424782279	0.0810696614979915	-0.226855316767096	0.354945538985641	0.0988560936942207	0.23326219790729	-0.0265022573222149	-0.046549294786693	0.165140393316234	0.100561107919685	0.17463724465752	1	0	-0.211689688102927	0	0	1	0	0
3565	chr10:85437800-85437971::F3_10	chr10:85437800-85437971::F3_17	0.573873474752682	0.398054958911459	0.520379695883087	0.116852009796925	-0.326211703892248	-0.426022413130938	-0.620455367465595	-0.246699374872805	0.402290034836038	-0.404847214840397	0.000982008572451649	0.00598475476866252	0	1	0.807137249676435	1	2	1	2	2
3566	chr5:123708259-123708430::F2_10	chr5:123708259-123708430::F2_17	0.0465060904507379	-0.0597161417874075	0.0742843170601581	-0.324255692061484	-0.0650259868931607	-0.140516811204079	0.028536583754147	-0.245548309016215	-0.0657953565844989	-0.105638630839827	0.726592416109304	0.797241322972106	0	0	0.0398432742553281	0	0	0	0	0
3567	chr4:24009595-24009766::F1_10	chr4:24009595-24009766::F1_17	0.410159933541105	0.261171775393567	0.356888761810309	0.477661189473284	-0.505414017334821	-0.101036173256056	-0.145408524938266	0.204374409925518	0.376470415054566	-0.136871076400906	0.0331778945223948	0.0745160478917217	0	1	0.513341491455472	0	0	1	0	0
3568	chr9:12972950-12973121::F1_10	chr9:12972950-12973121::F1_17	-0.300188159954546	-0.0697184468822694	-0.0909841870946531	-0.123522730563291	-0.125663743016978	-0.0978091331609906	0.118048838339084	0.00350732424645569	-0.14610338112369	-0.0254791783981072	0.165041800080755	0.257608117528353	0	0	-0.120624202725583	0	0	0	0	0
3569	chr6:6972929-6973100::F3_10	chr6:6972929-6973100::F3_17	0.386160266171466	0.262587869385337	0.511735095039778	0.303424438007094	0.284083171503692	0.298975145870628	0.215395246346493	0.236410179658622	0.365976917150919	0.258715935844859	0.144668257609117	0.232004091925424	1	1	0.10726098130606	0	0	1	0	0
3570	chr3:111454210-111454381::F1_10	chr3:111454210-111454381::F1_17	0.0559289063940618	-0.0389876991379684	-0.134306321066626	-0.253978860534098	-0.0221734928899725	-0.219523038400934	0.20683248833417	-0.287213506091387	-0.0928359935861577	-0.0805193872620309	0.927907313026193	0.951032195296552	0	0	-0.0123166063241268	0	0	0	0	0
3571	chr9:101837818-101837989::F3_10	chr9:101837818-101837989::F3_17	-0.566249297804964	-0.543636072455127	-0.572643279184917	-0.434121961485403	0.134856064909663	0.0713272149272193	-0.133613594198368	0.0991583446307977	-0.529162652732603	0.042932007567328	0.000599195303725717	0.0043373302819885	0	0	-0.572094660299931	1	0	0	0	0
3572	chr7:46552511-46552682::F2_10	chr7:46552511-46552682::F2_17	-0.11091649814518	-0.157620831923041	0.0408396786361503	0.0107445696553639	-0.209642137116604	-0.0321537185506785	-0.186536177775492	-0.213696905780531	-0.0542382704441767	-0.160507234805826	0.149745486465541	0.23808331639653	0	0	0.106268964361649	0	0	0	0	0
3573	chr2:131834490-131834661::F2_10	chr2:131834490-131834661::F2_17	-0.133069558515491	-0.0977912329236747	-0.201441004836691	-0.320834973233818	-0.851110927853222	-0.222258320462586	-0.430955779689896	-0.375451497982183	-0.188284192377419	-0.469944131496972	0.124567286236738	0.206262324242878	0	0	0.281659939119553	0	0	0	0	0
3574	chr4:53791816-53791987::F1_10	chr4:53791816-53791987::F1_17	-0.549693356410976	-0.432128390766136	0.0759830239214914	-0.293170977329016	-0.361601731636084	-0.218330129153834	-0.169996530900035	-0.241704490677677	-0.299752425146159	-0.247908220591908	0.735372929387274	0.804332250582771	0	0	-0.051844204554251	0	0	0	0	0
3575	chr15:99233036-99233207::F3_10	chr15:99233036-99233207::F3_17	0.347219611690092	0.244000298036142	0.215029933878441	0.193668767817453	-0.519440352329802	-0.487104229502565	-0.318272763432447	-0.354247138755883	0.249979652855532	-0.419766121005174	6.60857348381268e-05	0.00113593807994204	0	1	0.669745773860706	1	2	1	2	2
3576	chr12:46849525-46849696::F1_10	chr12:46849525-46849696::F1_17	-0.365926966383676	-0.377313576457458	-0.523293952915882	-0.142554655109457	-0.110581296251856	-0.106790399999074	-0.0512485754434549	-0.0915480967478389	-0.352272287716618	-0.0900420921105559	0.042373684021824	0.08979339453785	0	0	-0.262230195606062	0	0	0	0	0
3577	chr3:69841226-69841397::F3_10	chr3:69841226-69841397::F3_17	-0.117293963735241	0.0439944953077219	-0.0170381640901743	-0.274761230367041	0.184792280344907	0.000972393244710754	-0.126806379502893	0.196951879845729	-0.0912747157211836	0.0639775434831134	0.188154043543384	0.283558971159845	0	0	-0.155252259204297	0	0	0	0	0
3578	chr1:120557384-120557555::F3_10	chr1:120557384-120557555::F3_17	0.354170261221676	0.357593141914407	0.138439062164718	0.478171340363294	-0.544010459596921	-0.260209774323514	-0.580387758072316	-0.514598918999293	0.332093451416024	-0.474801727748011	0.000211238365332162	0.00229061602407063	0	1	0.806895179164035	1	2	1	2	2
3579	chr6:113673512-113673683::F2_10	chr6:113673512-113673683::F2_17	0.540182515408456	0.65944766868682	0.551317251762844	0.573004226085146	-0.426337937993486	-0.0666769116624715	-0.0567828555718479	0.0144649511076701	0.580987915485817	-0.133833188530034	0.00384175905345247	0.0148533748361895	0	1	0.714821104015851	1	2	1	2	2
3580	chr6:91463659-91463830::F2_10	chr6:91463659-91463830::F2_17	0.144757171799245	-0.01914433765403	0.16121325971527	0.266885146251191	0.0630633535955089	-0.0925148117652968	0.203272298426256	-0.00431185078770148	0.138427810027919	0.0423772473671917	0.306461971077989	0.412179472728923	0	1	0.0960505626607273	0	0	1	0	0
3581	chr18:19791658-19791829::F2_10	chr18:19791658-19791829::F2_17	-0.96262034806762	-0.826475077666255	-0.93119199761829	-0.833300931726582	0.0831618626090211	0.149862733527706	0.0906121296100548	-0.0265414664375725	-0.888397088769687	0.0742738148273023	1.38383773221589e-06	0.000197001720237503	0	0	-0.962670903596989	1	1	0	0	1
3582	chr3:69840997-69841168::F1_10	chr3:69840997-69841168::F1_17	-0.351489639240124	-0.252245577520898	-0.478727863433763	-0.376511725667285	-1.89128650173945	-1.62891587237199	-2.18105569861677	-2.30118999028645	-0.364743701465517	-2.00061201575366	0.000868020126042613	0.00559726799046294	0	0	1.63586831428814	1	2	0	0	2
3583	chr6:39745261-39745432::F3_10	chr6:39745261-39745432::F3_17	-2.76202193649943e-05	-0.0121119115385109	0.0871885391381275	-0.0106067502767557	-0.469674502682463	-0.564467195688831	-0.5352175570531	-0.451715842323904	0.016110564275874	-0.505268774437075	7.25507747331373e-06	0.000391069807105222	0	0	0.521379338712949	1	0	0	0	0
3584	chr7:47521954-47522125::F3_10	chr7:47521954-47522125::F3_17	-0.154796538904234	-0.0983757764418733	0.0591533626177377	0.0232983532767892	-0.175472878108672	0.0275118461796427	-0.362585144860067	-0.0531019318529463	-0.0426801498628951	-0.140912027160511	0.366206344082876	0.47371333232715	0	0	0.0982318772976159	0	0	0	0	0
3585	chr9:71888037-71888208::F1_10	chr9:71888037-71888208::F1_17	-0.124372056637604	-0.215195694011052	-0.153535403831729	0.0564084811109056	-0.135030735155331	-0.383404063778053	-0.313795675247805	-0.482759590039337	-0.10917366834237	-0.328747516055131	0.059667253102925	0.116645277896986	0	0	0.219573847712761	0	0	0	0	0
3586	chr4:17273871-17274042::F2_10	chr4:17273871-17274042::F2_17	0.00248927032803066	-0.298331465025731	-0.233883934942729	0.0384838718071142	-0.512644214349518	-0.644640932534307	-0.540012930755603	-0.567035166379204	-0.122810564458329	-0.566083311004658	0.00934889652464672	0.0283324637035145	0	0	0.443272746546329	1	0	0	0	0
3587	chr7:46552625-46552796::F3_10	chr7:46552625-46552796::F3_17	0.600024715690424	0.129489125147713	0.0247411172363315	0.433013668186868	0.195510101758533	0.53832117779378	0.0523645163149592	0.114866575798255	0.296817156565334	0.225265592916382	0.691833696581804	0.767291387020011	1	1	0.071551563648952	0	0	1	0	0
3588	chr1:101669689-101669860::F2_10	chr1:101669689-101669860::F2_17	-0.019018217612026	-0.151420184598676	-0.266905249260406	-0.014031677453753	0.0658562569319501	-0.0270480344181881	-0.0660616375831714	0.0751466363441074	-0.112843832231215	0.0119733053186745	0.135877714029606	0.220970435938012	0	0	-0.124817137549889	0	0	0	0	0
3589	chr2:131834604-131834775::F3_10	chr2:131834604-131834775::F3_17	-0.0577644032639874	0.0358718932762364	-0.055991970766224	0.0528618815478644	0.673313894826621	0.562419795918654	0.379318047663208	0.723777334650389	-0.00625564980152765	0.584707268264718	0.00219946598026289	0.0101846831713257	1	0	-0.590962918066246	1	1	1	1	1
3590	chr2:5593737-5593908::F2_10	chr2:5593737-5593908::F2_17	-0.57711859356642	-0.581592473192689	-0.0410328502856734	-0.374931300137176	0.11418899887762	-0.0510883309707944	-0.045478147631373	-0.23687298484226	-0.39366880429549	-0.0548126161417018	0.0707341458549003	0.132898808049545	0	0	-0.338856188153788	0	0	0	0	0
3591	chr4:38062364-38062535::F1_10	chr4:38062364-38062535::F1_17	-0.021607582572002	-0.0417558678142927	-0.0280200087445169	-0.153917407275938	-0.325265743652555	-0.412181847111571	-0.273711300529611	-0.562446612411755	-0.0613252166016874	-0.393401375926373	0.00737572046254951	0.0240175953126539	0	0	0.332076159324686	1	0	0	0	0
3592	chr18:22819712-22819883::F1_10	chr18:22819712-22819883::F1_17	-0.17801182040321	-0.227350500940109	-0.350657650182053	-0.271405318704835	-0.119359154963307	-0.532918158733891	-0.269710168522697	-0.0168321448636937	-0.256856322557552	-0.234704906770897	0.861079937442361	0.899984151483432	0	0	-0.022151415786655	0	0	0	0	0
3593	chr10:85437571-85437742::F1_10	chr10:85437571-85437742::F1_17	0.0895134226314265	-0.125433625074557	-0.130591539509965	-0.190216894971446	0.308203296305473	-0.0446263756438637	0.0620018050710185	-0.0206921722542499	-0.0891821592311354	0.0762216383695945	0.157193255810506	0.247514735184325	0	0	-0.16540379760073	0	0	0	0	0
3594	chr5:38695841-38696012::F3_10	chr5:38695841-38696012::F3_17	0.0314139589599373	-0.0254466369817628	0.177677428307519	-0.0133153022431912	0.595458005104409	-0.020372531898621	0.154966634413908	0.143011753292353	0.0425823620106256	0.218265965228012	0.282076907937633	0.386880185985607	1	0	-0.175683603217386	0	0	1	0	0
3595	chr1:41616880-41617051::F3_10	chr1:41616880-41617051::F3_17	0.158206422966853	0.385402826738535	0.60028966860724	0.393416922081111	-1.00266549247278	-1.29658197327414	-1.07947922504735	-1.36314700586243	0.384328960098435	-1.18546842416418	1.56275327382448e-05	0.000567085370998269	0	1	1.56979738426261	1	2	1	2	2
3596	chr20:49157407-49157578::F1_10	chr20:49157407-49157578::F1_17	0.54752681780453	0.0553988069821061	0.571451055655269	0.29615292934595	0.0163427628743092	-0.613517051451813	-0.599132357807319	-0.266983349969719	0.367632402446964	-0.365822499088635	0.00979177406292476	0.0293383322165992	0	1	0.733454901535599	1	2	1	2	2
3597	chr21:39008747-39008918::F1_10	chr21:39008747-39008918::F1_17	-0.378727686984932	-0.374769822909954	-0.202604211335383	-0.392416402330693	-1.13421289622182	-1.04218436965387	-1.00104811032705	-1.10759809434881	-0.337129530890241	-1.07126086763789	2.74371888849183e-05	0.00070198743174685	0	0	0.734131336747649	1	2	0	0	2
3598	chr1:19734400-19734571::F3_10	chr1:19734400-19734571::F3_17	0.149086979027497	0.0873513507400999	0.265423820213316	0.212177282143678	-0.0354267530814613	-0.369602612775639	-0.0537517323617651	-0.142925163335229	0.178509858031148	-0.150426565388524	0.015422066574098	0.0414039234136325	0	1	0.328936423419672	1	0	1	0	0
3599	chr11:16955587-16955758::F3_10	chr11:16955587-16955758::F3_17	0.133980557441645	0.0922586344836857	-0.0684278895868044	0.0309805711531392	0.157754141211823	0.049994977159718	0.0357415941012519	0.0928572838057549	0.0471979683729164	0.0840869990696369	0.50806155657002	0.609103382007504	1	0	-0.0368890306967205	0	0	1	0	0
