KO	fold	active	final_sig
chr1:147206527-147206698::F1_8	-0.35031415	0	0
chr6:118857661-118857832::F1_8	1.755498142	1	2
chr10:35047427-35047598::F2_8	0.133203502	1	0
chr4:24009824-24009995::F3_8	-0.245867868	0	0
chr14:33030785-33030956::F2_8	0.643347244	1	2
chr1:243368361-243368532::F2_8	0.413789451	0	0
chr3:133207761-133207932::F1_8	0.74061404	0	0
chr11:13628447-13628618::F3_8	0.635936148	1	2
chr2:8749586-8749757::F1_8	-0.127180947	0	0
chr4:32027905-32028076::F3_8	0.625871216	0	0
chr20:49530503-49530674::F1_8	0.40520878	1	0
chr6:113846396-113846567::F2_8	0.157125163	0	0
chr9:11136051-11136222::F2_8	0.235997195	0	0
chr8:141948233-141948404::F2_8	-0.491962773	0	0
chr16:24680897-24681068::F2_8	0.035304807	0	0
chr18:25501980-25502151::F1_8	-0.312645978	1	0
chr7:47107051-47107222::F3_8	-0.271681856	1	0
chr13:39443182-39443353::F3_8	0.51773637	1	0
chr16:10695875-10696046::F3_8	0.503399294	1	0
chr4:174412266-174412437::F1_8	0.002060933	0	0
chr1:101669574-101669745::F1_8	-0.047301037	0	0
chr7:94682100-94682271::F1_8	0.547247981	0	0
chr5:140367805-140367976::F3_8	-0.181631284	0	0
chr4:38062593-38062764::F3_8	-0.815071368	0	0
chr13:82576993-82577164::F3_8	-0.709968467	0	0
chr7:133381105-133381276::F3_8	0.174016473	0	0
chr10:4111788-4111959::F2_8	-0.623001474	1	1
chr7:133380876-133381047::F1_8	0.108988164	0	0
chr6:1884683-1884854::F2_8	0.263927253	1	0
chr1:147221192-147221363::F2_8	1.138452709	1	2
chr13:39332360-39332531::F1_8	0.835328358	1	2
chr5:140367691-140367862::F2_8	0.152662533	0	0
chr13:39443068-39443239::F2_8	-0.895170398	0	0
chr4:23949474-23949645::F1_8	-0.641601581	1	1
chr4:174412381-174412552::F2_8	-0.57490449	0	0
chr11:20009098-20009269::F2_8	-1.213582843	1	1
chr9:71888266-71888437::F3_8	-0.059946623	1	0
chr3:82149622-82149793::F2_8	0.810614313	1	2
chr21:40298131-40298302::F3_8	-1.352546387	0	0
chr14:33062574-33062745::F2_8	0.054382325	0	0
chr15:30133220-30133391::F2_8	0.413541257	1	0
chr16:10695646-10695817::F1_8	1.404921959	0	0
chr14:45535282-45535453::F3_8	-0.070070165	0	0
chr7:46552396-46552567::F1_8	0.328896604	0	0
chr13:39442953-39443124::F1_8	-0.736126764	1	1
chr15:99232922-99233093::F2_8	-1.18282588	0	0
chr21:39008976-39009147::F3_8	-0.316037921	0	0
chr8:41676410-41676581::F3_8	0.21630896	1	0
chr20:1396578-1396749::F1_8	1.185808665	0	0
chr9:137494691-137494862::F3_8	0.92155287	1	2
chr11:20008983-20009154::F1_8	0.444882205	0	0
chr22:28309221-28309392::F2_8	-0.209762946	1	0
chr11:16955473-16955644::F2_8	-0.095425814	0	0
chr9:78980179-78980350::F3_8	-0.106038814	0	0
chr18:10040660-10040831::F1_8	-1.053777067	1	1
chr5:38695727-38695898::F2_8	-0.219482288	1	0
chr9:137494577-137494748::F2_8	-1.067433653	1	1
chr12:46849640-46849811::F2_8	0.319405371	0	0
chr6:91463773-91463944::F3_8	-0.120777024	0	0
chr10:3542784-3542955::F3_8	0.184997722	1	0
chr11:13628218-13628389::F1_8	0.230401533	0	0
chr21:40298017-40298188::F2_8	0.145376102	0	0
chr4:24009710-24009881::F2_8	-0.362548606	1	0
chr16:89545267-89545438::F2_8	0.529663242	0	0
chr14:33062459-33062630::F1_8	0.354442802	0	0
chr2:72070680-72070851::F3_8	-0.132159264	1	0
chr6:6972815-6972986::F2_8	0.066882976	1	0
chr4:77587008-77587179::F2_8	-0.067912239	0	0
chr9:71888152-71888323::F2_8	-1.204242043	1	1
chr2:5593622-5593793::F1_8	-0.122277918	0	0
chr2:72070566-72070737::F2_8	0.120261333	1	0
chr12:51013120-51013291::F2_8	-0.407665787	1	0
chr18:22819941-22820112::F3_8	0.006768058	1	0
chr6:21459879-21460050::F1_8	-1.179246078	0	0
chr10:18571268-18571439::F3_8	-0.317978822	0	0
chr4:77723697-77723868::F1_8	0.082871474	0	0
chr2:30503758-30503929::F3_8	0.145274479	1	0
chr6:113673397-113673568::F1_8	-0.113343824	1	0
chr4:53791931-53792102::F2_8	0.035271776	1	0
chr10:18571154-18571325::F2_8	0.365998198	1	0
chr4:90630040-90630211::F2_8	-0.240373848	0	0
chr14:45535053-45535224::F1_8	-0.29098605	0	0
chr13:39332589-39332760::F3_8	0.050289887	0	0
chr4:148344345-148344516::F1_8	0.402443615	0	0
chr4:90630154-90630325::F3_8	-0.452360085	0	0
chr14:59536364-59536535::F2_8	0.119633203	0	0
chr5:123932746-123932917::F3_8	-0.176729165	1	0
chr10:85437800-85437971::F3_8	0.412346794	0	0
chr5:123708259-123708430::F2_8	-0.33868929	0	0
chr4:24009595-24009766::F1_8	0.484133798	1	0
chr9:12972950-12973121::F1_8	-0.126067915	0	0
chr6:6972929-6973100::F3_8	-2.482480116	1	1
chr3:111454210-111454381::F1_8	-0.109829515	0	0
chr9:101837818-101837989::F3_8	-0.156370222	0	0
chr7:46552511-46552682::F2_8	-0.063354452	0	0
chr2:131834490-131834661::F2_8	0.309177001	0	0
chr4:53791816-53791987::F1_8	0.045140227	0	0
chr15:99233036-99233207::F3_8	0.012817951	0	0
chr12:46849525-46849696::F1_8	0.311475932	1	0
chr3:69841226-69841397::F3_8	-0.313010227	0	0
chr1:120557384-120557555::F3_8	0.552827735	0	0
chr6:113673512-113673683::F2_8	0.077093594	0	0
chr6:91463659-91463830::F2_8	0.054371613	1	0
chr18:19791658-19791829::F2_8	-0.074633634	0	0
chr3:69840997-69841168::F1_8	2.006754457	0	0
chr6:39745261-39745432::F3_8	0.321471922	0	0
chr7:47521954-47522125::F3_8	-0.135388768	0	0
chr9:71888037-71888208::F1_8	0.013708174	0	0
chr4:17273871-17274042::F2_8	0.71218711	1	2
chr7:46552625-46552796::F3_8	-0.503552362	1	0
chr1:101669689-101669860::F2_8	0.270581956	1	0
chr2:131834604-131834775::F3_8	-1.142048334	1	1
chr2:5593737-5593908::F2_8	0.05283877	0	0
chr4:38062364-38062535::F1_8	-0.294612734	0	0
chr18:22819712-22819883::F1_8	0.0304343	0	0
chr10:85437571-85437742::F1_8	0.056041715	1	0
chr5:38695841-38696012::F3_8	-1.048770573	1	1
chr1:41616880-41617051::F3_8	1.110580686	0	0
chr20:49157407-49157578::F1_8	0.25373548	0	0
chr21:39008747-39008918::F1_8	0.872983267	0	0
chr1:19734400-19734571::F3_8	0.58330353	1	2
chr11:16955587-16955758::F3_8	0.03801933	1	0
chr1:245748592-245748763::F1_8	0.106847719	0	0
chr13:111864629-111864800::F2_9	0.707206481	1	2
chr6:113673626-113673797::F3_9	-0.297529137	0	0
chr4:74152831-74153002::F3_9	0.230535671	0	0
chr12:33136295-33136466::F1_9	-0.278992465	0	0
chr7:69942307-69942478::F3_9	-0.150650378	0	0
chr1:74892107-74892278::F3_9	0.471550454	1	0
chr7:79941424-79941595::F1_9	0.488446102	0	0
chr4:148231639-148231810::F3_9	0.374470433	1	0
chr11:77801790-77801961::F3_9	0.046355174	0	0
chr10:85437686-85437857::F2_9	-0.200788916	0	0
chr20:49157636-49157807::F3_9	-1.687368073	1	1
chr1:41616766-41616937::F2_9	0.670027795	1	2
chr2:238027612-238027783::F3_9	0.588730137	0	0
chr14:33030899-33031070::F3_9	0.868644057	0	0
chr1:101669803-101669974::F3_9	0.364845488	1	0
chr5:123932517-123932688::F1_9	-0.474310718	0	0
chr10:4111902-4112073::F3_9	0.394940541	1	0
chr18:25502209-25502380::F3_9	-0.316659282	0	0
chr3:34053580-34053751::F1_9	-0.045582793	0	0
chr6:1641825-1641996::F3_9	0.250857963	1	0
chr22:28309106-28309277::F1_9	-0.401520847	1	0
chr12:48246249-48246420::F3_9	-0.271440578	0	0
chr18:25658885-25659056::F2_9	-0.194175214	0	0
chr4:122612090-122612261::F3_9	0.41847477	1	0
chr1:74891993-74892164::F2_9	0.398447144	1	0
chr20:49530618-49530789::F2_9	-0.086128889	0	0
chr20:57024980-57025151::F3_9	0.140443687	0	0
chr3:82149507-82149678::F1_9	0.249795527	0	0
chr11:77801676-77801847::F2_9	-0.181818026	0	0
chr9:12973065-12973236::F2_9	0.004595227	0	0
chr8:134807070-134807241::F3_9	-0.550825091	1	0
chr6:53902347-53902518::F2_9	0.652230567	0	0
chr6:39745147-39745318::F2_9	0.584755919	0	0
chr4:186070611-186070782::F2_9	0.542365628	1	0
chr3:34053695-34053866::F2_9	-0.211827781	0	0
chr5:38695612-38695783::F1_9	0.205624212	0	0
chr2:96917548-96917719::F2_9	-0.173079155	1	0
chr16:89545152-89545323::F1_9	-1.371348272	0	0
chr9:101837704-101837875::F2_9	0.026421106	1	0
chr1:41616651-41616822::F1_9	-0.194403301	0	0
chr10:3542555-3542726::F1_9	-0.677696809	1	1
chr14:33062688-33062859::F3_9	-0.253799883	0	0
chr11:13628333-13628504::F2_9	1.463157635	0	0
chr2:145214490-145214661::F3_9	0.213989234	1	0
chr4:17273756-17273927::F1_9	-1.409486796	0	0
chr1:6732815-6732986::F3_9	0.524351259	1	0
chr18:25502095-25502266::F2_9	0.100390686	1	0
chr4:74152602-74152773::F1_9	0.425626458	1	0
chr3:135789804-135789975::F1_9	0.629666894	0	0
chr6:39745032-39745203::F1_9	0.108151436	0	0
chr16:51046417-51046588::F2_9	-0.044594043	1	0
chr14:45535168-45535339::F2_9	-0.438506285	1	0
chr12:46849754-46849925::F3_9	-0.04150666	0	0
chr3:141549370-141549541::F1_9	-0.564969014	1	0
chr22:28309335-28309506::F3_9	0.201511258	1	0
chr8:30032324-30032495::F2_9	0.136696793	0	0
chr3:141549485-141549656::F2_9	0.23858174	1	0
chr4:148344574-148344745::F3_9	0.901171365	1	2
chr6:21460108-21460279::F3_9	0.253811353	1	0
chr2:84620694-84620865::F2_9	-0.698038907	1	1
chr2:72070451-72070622::F1_9	-0.268748195	0	0
chr7:47521725-47521896::F1_9	0.557074385	0	0
chr9:101837589-101837760::F1_9	-0.109342035	0	0
chr3:111454439-111454610::F3_9	-0.112755938	0	0
chr2:8749815-8749986::F3_9	0.108495798	1	0
chr7:68802273-68802444::F3_9	0.139793527	0	0
chr6:6972700-6972871::F1_9	0.140267424	0	0
chr20:57024751-57024922::F1_9	0.546948569	0	0
chr21:39008862-39009033::F2_9	-1.080135353	1	1
chr10:4111673-4111844::F1_9	0.038902747	1	0
chr2:47925916-47926087::F2_9	-0.110120832	1	0
chr10:35047312-35047483::F1_9	-0.276489941	0	0
chr2:30503529-30503700::F1_9	-0.242247218	0	0
chr15:96808404-96808575::F3_9	0.167934527	1	0
chr4:148231410-148231581::F1_9	0.697222198	1	2
chr3:135789919-135790090::F2_9	-0.679476055	1	1
chr6:1884797-1884968::F3_9	0.875963525	1	2
chr7:93870890-93871061::F2_9	0.294023578	0	0
chr7:68802159-68802330::F2_9	-0.533151772	1	0
chr14:59536478-59536649::F3_9	-0.990268934	0	0
chr20:49039786-49039957::F2_9	0.901040593	1	2
chr7:133380991-133381162::F2_9	-0.491953702	0	0
chr12:124515336-124515507::F3_9	0.064989057	1	0
chr21:40297902-40298073::F1_9	-0.440804471	0	0
chr9:78979950-78980121::F1_9	-0.38984324	0	0
chr12:33136410-33136581::F2_9	-0.042463007	1	0
chr4:32027791-32027962::F2_9	1.780496351	1	2
chr8:30032209-30032380::F1_9	-0.38526359	1	0
chr4:77586893-77587064::F1_9	-0.319460976	1	0
chr12:33136524-33136695::F3_9	0.553168959	1	0
chr7:79941653-79941824::F3_9	0.201008354	1	0
chr8:141948347-141948518::F3_9	-0.173474832	0	0
chr15:96666221-96666392::F1_9	0.451594588	1	0
chr1:147221306-147221477::F3_9	0.916932497	1	2
chr9:11136165-11136336::F3_9	0.289235158	1	0
chr4:90629925-90630096::F1_9	-0.321638537	1	0
chr12:48246135-48246306::F2_9	0.714516262	1	2
chr3:4872997-4873168::F2_9	-0.374007612	1	0
chr7:93871004-93871175::F3_9	-0.506279754	0	0
chr20:49157522-49157693::F2_9	-0.171901585	1	0
chr11:20009212-20009383::F3_9	-0.318271857	1	0
chr18:25658999-25659170::F3_9	-0.451775239	0	0
chr3:34053809-34053980::F3_9	0.951595931	1	2
chr20:57024866-57025037::F2_9	-0.401008629	0	0
chr4:186070725-186070896::F3_9	0.463116627	0	0
chr1:19734286-19734457::F2_9	-0.047981947	0	0
chr2:96917433-96917604::F1_9	-0.203264165	0	0
chr12:124515222-124515393::F2_9	0.410771892	1	0
chr14:33030670-33030841::F1_9	0.009633798	0	0
chr2:8749701-8749872::F2_9	-0.612893958	1	1
chr9:78980065-78980236::F2_9	0.42807385	1	0
chr1:245748821-245748992::F3_9	-0.122388341	0	0
chr7:79917760-79917931::F1_9	0.151154341	0	0
chr12:124515107-124515278::F1_9	1.133954653	0	0
chr18:25658770-25658941::F1_9	1.461387959	1	2
chr15:30133105-30133276::F1_9	-0.043730284	0	0
chr4:148344460-148344631::F2_9	0.120152857	1	0
chr15:96808290-96808461::F2_9	-0.536384493	1	0
chr4:38062479-38062650::F2_9	-0.219724053	1	0
chr10:35047541-35047712::F3_9	0.2228647	0	0
chr1:120557270-120557441::F2_9	-0.054276661	0	0
chr3:82149736-82149907::F3_9	-0.266082955	1	0
chr20:49039671-49039842::F1_9	-0.468611963	0	0
chr4:77723926-77724097::F3_9	-0.025215138	0	0
chr8:30032438-30032609::F3_9	-0.403113108	0	0
chr2:96917662-96917833::F3_9	-0.177235885	1	0
chr12:48246020-48246191::F1_9	0.944016578	1	2
chr16:24680782-24680953::F1_9	0.125277174	0	0
chr15:96666450-96666621::F3_9	-0.010577494	0	0
chr5:123932632-123932803::F2_9	0.139364889	0	0
chr6:113846281-113846452::F1_9	0.222836996	0	0
chr16:51046302-51046473::F1_9	0.113313417	0	0
chr15:30133334-30133505::F3_9	0.183832435	0	0
chr3:4872882-4873053::F1_9	0.221591413	1	0
chr2:145214261-145214432::F1_9	-0.187719244	0	0
chr3:141549599-141549770::F3_9	-0.195925381	0	0
chr2:47925801-47925972::F1_9	-0.193112745	1	0
chr7:94682329-94682500::F3_9	0.707669764	0	0
chr11:85885320-85885491::F3_9	-0.038295256	0	0
chr2:145214376-145214547::F2_9	-0.005492183	0	0
chr15:96808175-96808346::F1_9	0.762726786	0	0
chr11:85885206-85885377::F2_9	-0.246235313	0	0
chr1:243368246-243368417::F1_9	-0.190477162	0	0
chr9:137494462-137494633::F1_9	0.19998381	0	0
chr4:74152717-74152888::F2_9	0.120325888	1	0
chr18:19791543-19791714::F1_9	-0.082544219	0	0
chr9:11135936-11136107::F1_9	0.723707399	1	2
chr7:79941539-79941710::F2_9	0.009693714	0	0
chr3:111454325-111454496::F2_9	0.587803169	1	2
chr1:245748707-245748878::F2_9	-0.231845214	0	0
chr20:49039900-49040071::F3_9	-0.795517023	1	1
chr16:24681011-24681182::F3_9	-0.261164261	0	0
chr6:1884568-1884739::F1_9	0.297471291	0	0
chr13:111864514-111864685::F1_9	0.039832106	0	0
chr18:10040775-10040946::F2_9	-0.773741612	0	0
chr3:133207990-133208161::F3_9	0.269504863	0	0
chr2:84620808-84620979::F3_9	-0.144605239	0	0
chr20:1396807-1396978::F3_9	-0.331097819	1	0
chr6:1641711-1641882::F2_9	0.221590047	0	0
chr4:148231525-148231696::F2_9	-1.034087837	0	0
chr22:31998452-31998623::F3_9	0.527603842	1	0
chr10:18571039-18571210::F1_9	0.194372536	1	0
chr4:32027676-32027847::F1_9	0.032350579	0	0
chr6:53902232-53902403::F1_9	-0.567415336	1	0
chr15:96666336-96666507::F2_9	0.108099591	0	0
chr7:79917875-79918046::F2_9	0.928276506	0	0
chr7:47106937-47107108::F2_9	-0.809574398	1	1
chr8:134806841-134807012::F1_9	-0.006146464	0	0
chr22:31998223-31998394::F1_9	0.446815977	0	0
chr12:51013234-51013405::F3_9	0.352866682	0	0
chr5:123708144-123708315::F1_9	0.564244132	1	0
chr2:5593851-5594022::F3_9	-0.870851787	0	0
chr4:77723812-77723983::F2_9	0.094829153	1	0
chr1:74891878-74892049::F1_9	0.052709955	0	0
chr4:122611861-122612032::F1_9	0.347836872	1	0
chr8:41676296-41676467::F2_9	-0.363611914	1	0
chr16:10695761-10695932::F2_9	0.346207979	1	0
chr6:1641596-1641767::F1_9	-0.157627162	0	0
chr4:53792045-53792216::F3_9	0.207670151	0	0
chr2:30503644-30503815::F2_9	0.32933173	1	0
chr13:82576764-82576935::F1_9	0.034957408	0	0
chr3:133207876-133208047::F2_9	-0.003474586	1	0
chr1:243368475-243368646::F3_9	0.155406254	0	0
chr11:85885091-85885262::F1_9	-0.339705837	0	0
chr2:131834375-131834546::F1_9	-0.25711828	0	0
chr2:84620579-84620750::F1_9	0.050377713	1	0
chr1:147206756-147206927::F3_9	-0.113818294	1	0
chr1:147206642-147206813::F2_9	0.317359979	1	0
chr4:79390168-79390339::F3_9	-0.426090617	1	0
chr7:68802044-68802215::F1_9	-0.518240168	1	0
chr3:69841112-69841283::F2_9	0.215471047	1	0
chr7:47106822-47106993::F1_9	-0.225397969	0	0
chr4:23949589-23949760::F2_9	-0.30832405	1	0
chr11:77801561-77801732::F1_9	0.657815626	0	0
chr6:91463544-91463715::F1_9	0.402721404	0	0
chr4:79389939-79390110::F1_9	0.026015827	0	0
chr4:186070496-186070667::F1_9	-0.076698764	0	0
chr22:31998338-31998509::F2_9	-0.484258547	1	0
chr15:99232807-99232978::F1_9	0.177947204	0	0
chr2:47926030-47926201::F3_9	-0.014320968	0	0
chr11:16955358-16955529::F1_9	0.110258957	1	0
chr8:134806956-134807127::F2_9	0.504598027	0	0
chr7:93870775-93870946::F1_9	-0.120851694	0	0
chr1:147221077-147221248::F1_9	0.182955969	0	0
chr7:94682215-94682386::F2_9	0.073938345	0	0
chr10:3542670-3542841::F2_9	-1.081009648	1	1
chr3:4873111-4873282::F3_9	0.598602406	1	2
chr6:113846510-113846681::F3_9	0.309087641	0	0
chr7:47521840-47522011::F2_9	-2.022473561	1	1
chr1:147206527-147206698::F1_9	-0.109074803	0	0
chr10:35047427-35047598::F2_9	-0.046058081	0	0
chr4:24009824-24009995::F3_9	-0.500188969	0	0
chr14:33030785-33030956::F2_9	-0.411163433	1	0
chr1:243368361-243368532::F2_9	0.479966626	0	0
chr3:133207761-133207932::F1_9	0.596590451	0	0
chr11:13628447-13628618::F3_9	0.591534815	0	0
chr2:8749586-8749757::F1_9	0.339783301	0	0
chr4:32027905-32028076::F3_9	0.850216668	1	2
chr20:49530503-49530674::F1_9	0.094337055	0	0
chr9:11136051-11136222::F2_9	-1.312266726	0	0
chr8:141948233-141948404::F2_9	0.163972962	0	0
chr16:24680897-24681068::F2_9	0.296070608	1	0
chr18:25501980-25502151::F1_9	-1.038666691	1	1
chr7:47107051-47107222::F3_9	-0.472568481	1	0
chr13:39443182-39443353::F3_9	0.988939197	1	2
chr16:10695875-10696046::F3_9	-0.075413026	0	0
chr4:174412266-174412437::F1_9	-0.257010371	0	0
chr1:101669574-101669745::F1_9	0.221056641	1	0
chr7:94682100-94682271::F1_9	0.447864316	0	0
chr5:140367805-140367976::F3_9	0.023444585	0	0
chr4:38062593-38062764::F3_9	0.469551083	0	0
chr13:82576993-82577164::F3_9	-0.230335764	0	0
chr7:133381105-133381276::F3_9	-1.514774777	0	0
chr10:4111788-4111959::F2_9	-0.144406969	1	0
chr7:133380876-133381047::F1_9	-0.212669507	0	0
chr6:1884683-1884854::F2_9	0.064792992	1	0
chr1:147221192-147221363::F2_9	0.225714574	0	0
chr13:39332360-39332531::F1_9	-0.454986072	0	0
chr5:140367691-140367862::F2_9	-0.307031423	0	0
chr13:39443068-39443239::F2_9	0.128942486	0	0
chr4:23949474-23949645::F1_9	-1.667481098	1	1
chr4:174412381-174412552::F2_9	-0.234212205	0	0
chr11:20009098-20009269::F2_9	-0.486365084	1	0
chr9:71888266-71888437::F3_9	-0.644273141	1	1
chr3:82149622-82149793::F2_9	-1.830218145	1	1
chr21:40298131-40298302::F3_9	0.083746093	1	0
chr14:33062574-33062745::F2_9	-0.188274095	0	0
chr15:30133220-30133391::F2_9	-0.484555664	1	0
chr16:10695646-10695817::F1_9	1.456041967	0	0
chr14:45535282-45535453::F3_9	0.587225487	1	2
chr7:46552396-46552567::F1_9	0.986502987	1	2
chr13:39442953-39443124::F1_9	-0.177716337	1	0
chr15:99232922-99233093::F2_9	-0.095323958	0	0
chr21:39008976-39009147::F3_9	-0.028825296	0	0
chr8:41676410-41676581::F3_9	0.207617734	1	0
chr20:1396578-1396749::F1_9	1.699419985	0	0
chr9:137494691-137494862::F3_9	-0.100058433	0	0
chr11:20008983-20009154::F1_9	0.219238535	0	0
chr22:28309221-28309392::F2_9	0.055232547	1	0
chr11:16955473-16955644::F2_9	-0.081926413	0	0
chr9:78980179-78980350::F3_9	-0.193685621	0	0
chr18:10040660-10040831::F1_9	-1.254750731	1	1
chr5:38695727-38695898::F2_9	-0.457249133	1	0
chr9:137494577-137494748::F2_9	-0.712058043	1	1
chr12:46849640-46849811::F2_9	0.329341182	0	0
chr6:91463773-91463944::F3_9	-0.063040989	0	0
chr10:3542784-3542955::F3_9	0.025615022	0	0
chr11:13628218-13628389::F1_9	0.203362067	0	0
chr21:40298017-40298188::F2_9	0.002109193	0	0
chr4:24009710-24009881::F2_9	-0.332617399	1	0
chr16:89545267-89545438::F2_9	0.60710924	0	0
chr14:33062459-33062630::F1_9	0.187485455	0	0
chr2:72070680-72070851::F3_9	-0.178548683	1	0
chr6:6972815-6972986::F2_9	0.161418915	1	0
chr4:77587008-77587179::F2_9	-0.566852071	0	0
chr2:5593622-5593793::F1_9	0.074865505	0	0
chr2:72070566-72070737::F2_9	-0.09892965	1	0
chr12:51013120-51013291::F2_9	-0.961521975	1	1
chr18:22819941-22820112::F3_9	-0.343796966	0	0
chr6:21459879-21460050::F1_9	0.026393457	1	0
chr10:18571268-18571439::F3_9	-0.181617072	0	0
chr4:77723697-77723868::F1_9	0.030979432	0	0
chr2:30503758-30503929::F3_9	0.163027669	0	0
chr6:113673397-113673568::F1_9	-0.268195418	1	0
chr4:53791931-53792102::F2_9	-0.346628573	0	0
chr10:18571154-18571325::F2_9	-0.086233148	0	0
chr4:90630040-90630211::F2_9	0.189894379	1	0
chr14:45535053-45535224::F1_9	0.166628838	1	0
chr13:39332589-39332760::F3_9	0.215343136	0	0
chr4:148344345-148344516::F1_9	0.260635749	0	0
chr4:90630154-90630325::F3_9	-1.688348277	0	0
chr14:59536364-59536535::F2_9	0.265013401	0	0
chr5:123932746-123932917::F3_9	-1.04527688	1	1
chr10:85437800-85437971::F3_9	0.405389108	0	0
chr5:123708259-123708430::F2_9	-0.032139461	0	0
chr4:24009595-24009766::F1_9	0.209777139	0	0
chr9:12972950-12973121::F1_9	0.200535618	1	0
chr6:6972929-6973100::F3_9	-0.422944548	1	0
chr3:111454210-111454381::F1_9	-0.112768052	0	0
chr9:101837818-101837989::F3_9	0.548671331	1	0
chr7:46552511-46552682::F2_9	-1.144885891	0	0
chr2:131834490-131834661::F2_9	0.434877035	0	0
chr4:53791816-53791987::F1_9	0.320866733	0	0
chr15:99233036-99233207::F3_9	0.290908729	0	0
chr12:46849525-46849696::F1_9	0.190708889	0	0
chr3:69841226-69841397::F3_9	-0.130590658	0	0
chr1:120557384-120557555::F3_9	0.140048448	0	0
chr6:113673512-113673683::F2_9	0.30675488	1	0
chr6:91463659-91463830::F2_9	-0.028997635	0	0
chr18:19791658-19791829::F2_9	-0.180804376	0	0
chr3:69840997-69841168::F1_9	2.143202295	1	2
chr6:39745261-39745432::F3_9	0.444601299	0	0
chr7:47521954-47522125::F3_9	-0.425908369	0	0
chr9:71888037-71888208::F1_9	0.173306087	0	0
chr4:17273871-17274042::F2_9	0.19230242	0	0
chr1:101669689-101669860::F2_9	0.097326556	1	0
chr2:131834604-131834775::F3_9	-0.580474519	1	1
chr2:5593737-5593908::F2_9	-0.051442696	0	0
chr4:38062364-38062535::F1_9	0.40817161	0	0
chr18:22819712-22819883::F1_9	0.003043446	0	0
chr10:85437571-85437742::F1_9	-0.17739046	0	0
chr5:38695841-38696012::F3_9	-1.503739644	1	1
chr1:41616880-41617051::F3_9	1.698322287	1	2
chr20:49157407-49157578::F1_9	0.117223392	0	0
chr21:39008747-39008918::F1_9	0.982876452	0	0
chr1:19734400-19734571::F3_9	-1.006980455	0	0
chr11:16955587-16955758::F3_9	0.16521979	1	0
chr1:245748592-245748763::F1_9	-0.021194133	0	0
chr13:111864629-111864800::F2_10	0.166984341	0	0
chr6:113673626-113673797::F3_10	-0.735962743	0	0
chr4:74152831-74153002::F3_10	0.071454507	0	0
chr12:33136295-33136466::F1_10	0.068790092	0	0
chr7:69942307-69942478::F3_10	-0.255392689	0	0
chr1:74892107-74892278::F3_10	0.064934069	0	0
chr7:79941424-79941595::F1_10	0.581344325	0	0
chr4:148231639-148231810::F3_10	0.25222938	1	0
chr11:77801790-77801961::F3_10	0.082907502	1	0
chr10:85437686-85437857::F2_10	-0.140307907	0	0
chr20:49157636-49157807::F3_10	-1.217515959	1	1
chr1:41616766-41616937::F2_10	-0.345358791	1	0
chr2:238027612-238027783::F3_10	-0.663867405	0	0
chr14:33030899-33031070::F3_10	0.403269279	0	0
chr1:101669803-101669974::F3_10	-0.352106194	1	0
chr5:123932517-123932688::F1_10	-0.553875387	0	0
chr10:4111902-4112073::F3_10	-0.760088409	1	1
chr18:25502209-25502380::F3_10	-0.021511502	0	0
chr3:34053580-34053751::F1_10	-0.610453555	0	0
chr6:1641825-1641996::F3_10	-0.084810357	0	0
chr22:28309106-28309277::F1_10	-1.032577577	1	1
chr12:48246249-48246420::F3_10	-0.161307039	0	0
chr18:25658885-25659056::F2_10	0.192929652	1	0
chr4:122612090-122612261::F3_10	-0.037510023	0	0
chr1:74891993-74892164::F2_10	0.373748837	1	0
chr20:49530618-49530789::F2_10	0.066174718	0	0
chr20:57024980-57025151::F3_10	0.487889069	1	0
chr3:82149507-82149678::F1_10	0.027796762	0	0
chr11:77801676-77801847::F2_10	-0.14275671	0	0
chr9:12973065-12973236::F2_10	0.511206761	0	0
chr8:134807070-134807241::F3_10	-0.93259469	1	1
chr6:53902347-53902518::F2_10	0.52559901	0	0
chr6:39745147-39745318::F2_10	1.095447302	1	2
chr4:186070611-186070782::F2_10	-0.437241996	0	0
chr3:34053695-34053866::F2_10	-0.324024312	0	0
chr5:38695612-38695783::F1_10	0.405683053	0	0
chr2:96917548-96917719::F2_10	-0.144416976	1	0
chr16:89545152-89545323::F1_10	-0.004272558	0	0
chr9:101837704-101837875::F2_10	-0.156322287	0	0
chr1:41616651-41616822::F1_10	-0.082659335	0	0
chr10:3542555-3542726::F1_10	-0.385145623	1	0
chr14:33062688-33062859::F3_10	-0.248007815	0	0
chr11:13628333-13628504::F2_10	1.771759957	1	2
chr2:145214490-145214661::F3_10	-0.372253069	0	0
chr4:17273756-17273927::F1_10	0.269503947	0	0
chr1:6732815-6732986::F3_10	0.277824411	1	0
chr18:25502095-25502266::F2_10	0.886928323	1	2
chr4:74152602-74152773::F1_10	0.053267176	0	0
chr3:135789804-135789975::F1_10	0.578934436	0	0
chr6:39745032-39745203::F1_10	0.400382664	1	0
chr16:51046417-51046588::F2_10	-0.617296214	0	0
chr14:45535168-45535339::F2_10	-0.601751431	1	1
chr12:46849754-46849925::F3_10	-0.303633141	0	0
chr3:141549370-141549541::F1_10	-0.475202124	1	0
chr22:28309335-28309506::F3_10	-0.009934515	0	0
chr8:30032324-30032495::F2_10	0.056832925	0	0
chr3:141549485-141549656::F2_10	0.062156982	0	0
chr4:148344574-148344745::F3_10	0.260361409	0	0
