region	active	final_sig
chr17:73288063-73288234	1	0
chr17:73304132-73304303	1	2
chr17:7331550-7331721	1	0
chr17:736728-736899	1	2
chr17:74174857-74175028	0	0
chr17:74264170-74264341	0	0
chr17:74287051-74287222	1	0
chr17:74296637-74296808	1	0
chr17:74427045-74427216	0	0
chr17:7465065-7465236	0	0
chr17:7468236-7468407	1	2
chr17:74870893-74871064	0	0
chr17:75195476-75195647	0	0
chr17:75264224-75264395	1	0
chr17:75325492-75325658	0	0
chr17:75330358-75330529	0	0
chr17:75693459-75693630	0	0
chr17:75745692-75745863	1	1
chr17:75840934-75841105	0	0
chr17:75847047-75847218	0	0
chr17:75906058-75906229	1	0
chr17:75926890-75927051	0	0
chr17:75945012-75945183	1	2
chr17:76003437-76003608	1	0
chr17:76390108-76390279	0	0
chr17:7643899-7644070	0	0
chr17:766598-766769	0	0
chr17:76709808-76709979	0	0
chr17:76996662-76996833	0	0
chr17:77160228-77160399	0	0
chr17:77392084-77392255	0	0
chr17:77478381-77478552	0	0
chr17:77555306-77555477	1	0
chr17:77602672-77602843	1	0
chr17:77965896-77966067	0	0
chr17:78250447-78250618	0	0
chr17:78266691-78266862	1	0
chr17:7836558-7836729	0	0
chr17:7842315-7842486	0	0
chr17:7844816-7844987	1	0
chr17:7866726-7866897	0	0
chr17:78793533-78793704	1	0
chr17:78793702-78793873	1	0
chr17:79025740-79025911	1	0
chr17:7938573-7938744	1	1
chr17:79715582-79715753	1	0
chr17:79943665-79943836	0	0
chr17:80036855-80037026	0	0
chr17:80088649-80088820	0	0
chr17:80695415-80695586	0	0
chr17:80961888-80962059	0	0
chr17:81254178-81254349	0	0
chr17:81374050-81374221	0	0
chr17:81547324-81547495	0	0
chr17:81565854-81566025	0	0
chr17:81690828-81690999	0	0
chr17:81869107-81869278	1	0
chr17:81879396-81879567	0	0
chr17:81892965-81893136	1	0
chr17:81898474-81898645	1	0
chr17:81965937-81966108	0	0
chr17:82017600-82017771	0	0
chr17:82066275-82066446	1	2
chr17:82072249-82072420	0	0
chr17:82081332-82081503	0	0
chr17:82081750-82081921	1	1
chr17:82086064-82086235	1	0
chr17:82384734-82384905	0	0
chr17:82527418-82527589	1	0
chr17:82625944-82626115	0	0
chr17:82883632-82883803	1	0
chr17:83105322-83105493	1	0
chr17:8399633-8399804	0	0
chr17:8405444-8405615	0	0
chr17:841459-841630	1	0
chr17:8424557-8424728	1	0
chr1:8084828-8084999	0	0
chr18:10519627-10519798	0	0
chr18:12334710-12334881	0	0
chr18:12460393-12460564	0	0
chr18:13311887-13312058	1	0
chr18:14224960-14225131	1	0
chr1:8155640-8155811	0	0
chr1:82169505-82169676	1	0
chr18:21881088-21881259	0	0
chr18:21909039-21909210	1	0
chr18:22001008-22001179	0	0
chr18:22036848-22037019	0	0
chr18:22338799-22338970	0	0
chr18:24134308-24134479	1	2
chr18:25709010-25709181	1	0
chr1:8272186-8272357	0	0
chr18:28061891-28062062	0	0
chr18:28072067-28072238	1	0
chr18:28124321-28124492	1	0
chr18:2843679-2843850	0	0
chr18:2851896-2852067	1	0
chr18:28730578-28730749	0	0
chr18:2879369-2879540	0	0
chr18:2913773-2913944	0	0
chr18:2920666-2920837	0	0
chr18:31225948-31226119	1	2
chr18:31869944-31870115	0	0
chr18:32436222-32436393	0	0
chr18:3446947-3447118	1	0
chr18:34632367-34632538	0	0
chr18:34978596-34978767	0	0
chr18:35051628-35051799	0	0
chr18:35083367-35083538	0	0
chr18:36128228-36128399	1	0
chr18:36130014-36130185	0	0
chr18:36305948-36306119	0	0
chr18:36406503-36406674	0	0
chr18:37525059-37525230	0	0
chr18:39669892-39670062	1	0
chr18:39753234-39753405	1	0
chr1:8398287-8398458	1	0
chr18:40093628-40093799	1	2
chr18:40513535-40513706	0	0
chr1:84517127-84517298	0	0
chr18:458958-459129	0	0
chr18:46091985-46092156	0	0
chr18:46356296-46356467	1	0
chr18:47889353-47889523	0	0
chr18:47889547-47889718	0	0
chr18:48681015-48681186	0	0
chr18:48776236-48776407	0	0
chr18:48814020-48814191	0	0
chr18:48851991-48852162	0	0
chr18:48913645-48913816	1	1
chr18:48939609-48939780	0	0
chr18:49776969-49777140	0	0
chr18:49779703-49779874	1	2
chr18:50956609-50956780	0	0
chr18:51018679-51018850	1	0
chr18:515157-515328	0	0
chr1:8524753-8524922	1	0
chr18:53452093-53452264	0	0
chr18:54167501-54167672	0	0
chr18:55251050-55251221	0	0
chr18:55432261-55432432	0	0
chr18:559729-559900	1	0
chr18:56573960-56574131	0	0
chr18:57564273-57564444	0	0
chr18:57617575-57617746	1	0
chr18:58393347-58393518	1	0
chr18:58594547-58594718	1	0
chr18:58873278-58873449	0	0
chr18:61627987-61628158	1	0
chr18:64442601-64442772	0	0
chr1:86664618-86664789	1	0
chr18:66729040-66729211	0	0
chr18:66749906-66750077	1	0
chr1:87407434-87407605	0	0
chr18:74453178-74453349	0	0
chr18:74465972-74466143	1	0
chr18:755225-755396	0	0
chr18:75639183-75639354	1	0
chr18:76712093-76712264	0	0
chr18:77029197-77029368	1	0
chr18:79457946-79458117	0	0
chr18:79463746-79463917	0	0
chr18:79483340-79483511	0	0
chr1:87970702-87970873	1	0
chr18:79915187-79915358	0	0
chr1:88553800-88553971	1	1
chr1:8857826-8857997	0	0
chr1:8867670-8867841	0	0
chr1:8871633-8871804	0	0
chr1:88810558-88810729	1	0
chr1:89823779-89823950	0	0
chr18:9877433-9877604	1	0
chr1:91017703-91017874	1	0
chr19:10237970-10238141	1	0
chr19:10555457-10555628	0	0
chr19:10662209-10662380	0	0
chr19:10667391-10667562	1	0
chr19:10705584-10705755	0	0
chr19:10784201-10784372	0	0
chr19:10865288-10865459	1	0
chr19:1087348-1087519	0	0
chr19:11049050-11049221	0	0
chr19:11193535-11193706	1	0
chr19:11268726-11268897	1	0
chr19:11436847-11437018	1	1
chr1:91160751-91160922	1	0
chr19:11696043-11696214	1	0
chr19:12144264-12144435	0	0
chr19:12311890-12312061	0	0
chr19:1253052-1253223	0	0
chr19:12634664-12634835	0	0
chr19:12966459-12966630	1	0
chr19:13049663-13049834	1	0
chr19:13221625-13221796	0	0
chr19:13767174-13767345	1	1
chr19:13832900-13833071	1	0
chr19:13846162-13846333	0	0
chr19:14013646-14013817	0	0
chr19:14376265-14376436	1	0
chr19:14486737-14486908	0	0
chr19:14571764-14571935	0	0
chr1:914726-914897	1	0
chr19:1486143-1486314	0	0
chr19:15103882-15104053	0	0
chr19:15221913-15222084	0	0
chr19:15256949-15257120	1	0
chr19:15394615-15394786	0	0
chr19:16099194-16099365	0	0
chr19:16149014-16149185	0	0
chr19:1618482-1618653	0	0
chr19:1618996-1619167	0	0
chr19:1619005-1619176	0	0
chr19:1630089-1630260	0	0
chr19:16417073-16417244	1	0
chr19:16433603-16433774	0	0
chr19:16514644-16514815	0	0
chr19:16527028-16527199	1	0
chr19:16665124-16665295	0	0
chr19:17078315-17078486	0	0
chr19:17269914-17270085	0	0
chr19:17379543-17379714	0	0
chr19:17542023-17542194	0	0
chr19:17551923-17552094	1	1
chr19:17851579-17851750	0	0
chr19:18376063-18376234	0	0
chr19:18505602-18505773	0	0
chr19:18546920-18547091	0	0
chr19:18762248-18762419	1	0
chr19:1886337-1886508	0	0
chr19:19186858-19187029	1	0
chr1:919309-919479	0	0
chr19:19322765-19322936	0	0
chr19:19392686-19392857	0	0
chr19:19506038-19506209	1	1
chr19:19516342-19516513	0	0
chr19:19525897-19526068	0	0
chr19:19526398-19526569	0	0
chr19:1985612-1985783	0	0
chr19:2002684-2002855	0	0
chr19:2039174-2039345	0	0
chr19:2054862-2055030	0	0
chr19:20659868-20660039	0	0
chr19:21099379-21099550	0	0
chr19:2267387-2267558	1	0
chr19:2268947-2269118	1	0
chr19:2492423-2492594	0	0
chr19:27650725-27650896	0	0
chr19:27676725-27676896	0	0
chr19:28409652-28409823	0	0
chr1:92842200-92842371	1	0
chr19:29226037-29226208	0	0
chr19:3006684-3006855	1	0
chr19:30578839-30579010	0	0
chr19:30711488-30711659	0	0
chr19:3184950-3185121	0	0
chr19:318904-319075	0	0
chr19:3315387-3315552	0	0
chr19:33770266-33770437	1	0
chr1:93459005-93459176	0	0
chr19:3489418-3489589	1	0
chr19:3504959-3505130	0	0
chr19:35278431-35278602	0	0
chr19:35535276-35535447	1	1
chr19:35639116-35639287	0	0
chr19:3565286-3565457	1	0
chr1:93567942-93568113	0	0
chr19:35731869-35732040	1	0
chr19:3581884-3582055	0	0
chr19:36060586-36060757	1	2
chr19:36102537-36102708	0	0
chr19:3615094-3615265	0	0
chr19:36233680-36233851	0	0
chr19:3643765-3643936	0	0
chr19:3662181-3662352	1	0
chr19:3671830-3672001	0	0
chr1:93758458-93758629	0	0
chr19:38184996-38185167	0	0
chr1:93818663-93818834	0	0
chr19:38244237-38244408	0	0
chr19:38302384-38302555	0	0
chr1:9384259-9384426	0	0
chr19:38619792-38619963	0	0
chr19:38686952-38687123	0	0
chr19:38716899-38717070	0	0
chr19:38720221-38720392	1	0
chr19:39136610-39136781	0	0
chr19:39425799-39425970	1	0
chr19:39432420-39432590	1	2
chr19:39432420-39432591	0	0
chr19:39446046-39446217	1	0
chr19:3965028-3965199	0	0
chr19:39834424-39834595	0	0
chr19:3990024-3990195	0	0
chr19:40282376-40282547	0	0
chr19:40586202-40586373	1	0
chr19:40806256-40806427	0	0
chr19:4107005-4107176	0	0
chr19:4107332-4107503	0	0
chr19:41252154-41252325	0	0
chr19:41398271-41398442	0	0
chr1:94140419-94140590	1	2
chr19:41886808-41886979	1	2
chr19:41965745-41965916	0	0
chr19:4267075-4267246	0	0
chr19:43174600-43174771	0	0
chr19:43546658-43546829	0	0
chr19:43742471-43742642	0	0
chr19:4445668-4445839	1	2
chr19:4448784-4448955	0	0
chr19:44759453-44759624	0	0
chr19:44821132-44821303	1	0
chr19:44915745-44915916	0	0
chr19:450120-450291	0	0
chr19:45319904-45320075	0	0
chr19:45781847-45782018	0	0
chr19:45785897-45786068	0	0
chr19:45820928-45821099	0	0
chr19:45872969-45873140	1	0
chr19:45896476-45896647	0	0
chr19:46211168-46211339	1	1
chr19:4621675-4621846	1	0
chr19:46304076-46304246	1	0
chr19:46335357-46335528	0	0
chr19:46373661-46373832	0	0
chr19:46382337-46382508	0	0
chr19:46832262-46832433	0	0
chr19:46832333-46832504	0	0
chr19:46832709-46832880	1	2
chr19:47095882-47096053	1	0
chr19:47112276-47112447	0	0
chr19:47501883-47502054	0	0
chr19:47572933-47573104	0	0
chr1:94802318-94802489	0	0
chr19:48104250-48104421	1	0
chr19:48504715-48504886	0	0
chr19:48605066-48605237	1	0
chr19:4889079-4889250	0	0
chr19:49077335-49077506	0	0
chr19:49128582-49128753	0	0
chr19:49369676-49369847	1	0
chr19:49481186-49481357	0	0
chr19:49521954-49522125	0	0
chr19:4988315-4988486	0	0
chr19:49886930-49887101	0	0
chr19:49900207-49900378	0	0
chr19:50434031-50434202	0	0
chr19:50482773-50482944	0	0
chr19:50516586-50516757	1	0
chr19:50563748-50563919	1	1
chr1:95083916-95084087	1	0
chr19:5088145-5088316	0	0
chr19:5112728-5112899	1	0
chr19:5117102-5117273	0	0
chr19:5118405-5118576	0	0
chr19:5223766-5223937	0	0
chr19:53287683-53287854	1	0
chr19:53520129-53520300	0	0
chr19:53860393-53860564	0	0
chr19:53870573-53870744	1	0
chr19:5438264-5438435	0	0
chr19:55158420-55158591	1	0
chr19:55390648-55390819	0	0
chr19:55657039-55657210	0	0
chr19:55665801-55665972	0	0
chr19:55669838-55670009	1	0
chr19:56258365-56258536	0	0
chr19:56679237-56679408	1	1
chr19:583505-583676	0	0
chr19:58371810-58371981	0	0
chr19:58376135-58376306	0	0
chr19:58385207-58385378	0	0
chr19:58530511-58530682	1	0
chr1:9586298-9586469	0	0
chr19:588401-588572	0	0
chr19:5921917-5922088	0	0
chr19:5938755-5938926	1	0
chr19:5948987-5949158	1	0
chr19:6234251-6234422	0	0
chr19:6274817-6274988	0	0
chr19:6370754-6370925	0	0
chr19:654277-654448	1	0
chr19:680883-681054	1	0
chr19:704915-705086	1	2
chr19:724412-724583	0	0
chr1:9768330-9768501	0	0
chr19:7850750-7850921	1	0
chr19:788255-788426	1	2
chr19:7912311-7912482	0	0
chr19:7923473-7923644	0	0
chr19:7941040-7941211	0	0
chr19:8198259-8198430	1	0
chr19:8216144-8216315	1	0
chr19:8303249-8303420	0	0
chr19:8380244-8380415	1	2
chr19:8395566-8395737	0	0
chr19:8735707-8735878	0	0
chr1:99020486-99020657	0	0
chr19:961047-961218	1	0
chr20:10641825-10641996	0	0
chr20:1325315-1325486	1	1
chr20:1327632-1327803	1	1
chr20:14340223-14340394	0	0
chr20:14585105-14585276	0	0
chr20:16073382-16073553	0	0
chr20:16398757-16398928	0	0
chr20:16665895-16666062	0	0
chr20:17956381-17956552	0	0
chr20:18192946-18193117	0	0
chr20:18794436-18794607	0	0
chr20:19867073-19867244	0	0
chr20:20012196-20012367	1	0
chr20:20373567-20373738	0	0
chr20:21294640-21294811	0	0
chr20:2142252-2142423	0	0
chr20:21703047-21703218	1	0
chr20:22213339-22213510	0	0
chr20:22536412-22536583	0	0
chr20:23136880-23137051	1	0
chr20:23180173-23180344	0	0
chr20:23847825-23847996	1	1
chr20:2865053-2865224	1	2
chr20:31612525-31612696	0	0
chr20:31619770-31619941	0	0
chr20:31811421-31811592	1	1
chr20:31962702-31962873	0	0
chr20:32100231-32100402	0	0
chr20:32292227-32292398	1	1
chr20:32480321-32480492	0	0
chr20:32673087-32673258	0	0
chr20:32777209-32777380	1	2
chr20:32983759-32983930	0	0
chr20:332700-332871	0	0
chr20:33427924-33428095	0	0
chr20:33663403-33663574	0	0
chr20:33672526-33672697	0	0
chr20:33817394-33817565	0	0
chr20:339039-339210	0	0
chr20:34361125-34361296	0	0
chr20:34546321-34546492	0	0
chr20:34550568-34550739	0	0
chr20:34578800-34578971	1	0
chr20:34734231-34734402	0	0
chr20:34992927-34993098	0	0
chr20:35551308-35551479	0	0
chr20:35638908-35639079	0	0
chr20:35676876-35677047	1	0
chr20:35687588-35687759	0	0
chr20:35763466-35763637	0	0
chr20:35966612-35966783	0	0
chr20:3602061-3602232	0	0
chr20:36248313-36248484	0	0
chr20:36320339-36320510	0	0
chr20:36463515-36463686	0	0
chr20:36481421-36481592	0	0
chr20:36542990-36543161	1	0
chr20:36748039-36748210	1	0
chr20:37131611-37131782	0	0
chr20:37175559-37175730	0	0
chr20:37345353-37345524	0	0
chr20:3794132-3794303	1	2
chr20:38092323-38092494	0	0
chr20:38094165-38094336	1	2
chr20:3811210-3811381	0	0
chr20:38127070-38127241	1	2
chr20:38299693-38299864	0	0
chr20:3856770-3856941	0	0
chr20:38967135-38967306	0	0
chr20:39156615-39156786	1	0
chr20:39294571-39294742	1	0
chr20:39298496-39298667	0	0
chr20:40815758-40815929	0	0
chr20:41020566-41020737	0	0
chr20:41125141-41125312	1	0
chr20:41142332-41142503	1	0
chr20:41245116-41245287	1	0
chr20:41386418-41386589	0	0
chr20:41421998-41422169	0	0
chr20:42260796-42260967	0	0
chr20:43120239-43120410	0	0
chr20:43444766-43444937	1	0
chr20:44151775-44151946	1	2
chr20:44188869-44189040	1	0
chr20:44510638-44510809	0	0
chr20:45815917-45816088	0	0
chr20:45825827-45825998	0	0
chr20:4704317-4704488	0	0
chr20:47212448-47212619	0	0
chr20:47515520-47515691	1	0
chr20:477566-477737	0	0
chr20:47785929-47786100	1	2
chr20:49057843-49058014	0	0
chr20:49148537-49148708	1	0
chr20:49162589-49162760	0	0
chr20:49712232-49712403	1	1
chr20:49969228-49969399	1	1
chr20:50048098-50048269	0	0
chr20:50130038-50130209	1	0
chr20:50165389-50165560	0	0
chr20:50189934-50190105	0	0
chr20:50192410-50192581	0	0
chr20:50198345-50198516	0	0
chr20:50200482-50200653	0	0
chr20:50507303-50507474	0	0
chr20:50736905-50737076	0	0
chr20:50939631-50939802	1	0
chr20:5125817-5125988	0	0
chr20:5133720-5133891	1	0
chr20:51373145-51373316	1	2
chr20:51491858-51492029	0	0
chr20:51598567-51598738	1	0
chr20:53897597-53897768	0	0
chr20:55136109-55136280	1	0
chr20:5656481-5656652	1	0
chr20:56960752-56960923	1	2
chr20:57404569-57404740	1	0
chr20:57707000-57707171	1	0
chr20:57761839-57762010	1	0
chr20:58850657-58850828	1	0
chr20:58975139-58975310	0	0
chr20:59839558-59839729	0	0
chr20:59936050-59936221	0	0
chr20:6030664-6030835	0	0
chr20:6065527-6065698	1	1
chr20:61425767-61425938	1	0
chr20:62141160-62141331	0	0
chr20:62143703-62143874	0	0
chr20:62143704-62143875	1	1
chr20:62237345-62237516	1	0
chr20:62354419-62354590	0	0
chr20:62466204-62466375	1	0
chr20:62472182-62472353	0	0
chr20:62553998-62554169	0	0
chr20:62652355-62652526	1	0
chr20:62769380-62769551	0	0
chr20:63096302-63096473	1	0
chr20:63204764-63204935	0	0
chr20:63284199-63284370	1	0
chr20:63575889-63576060	0	0
chr20:63658809-63658980	0	0
chr20:63978038-63978209	1	0
chr20:654116-654287	1	0
chr20:6622067-6622238	1	0
chr2:100287556-100287727	1	0
chr2:100570019-100570190	1	0
chr2:101463291-101463462	0	0
chr2:101752714-101752885	0	0
chr2:101815325-101815496	1	0
chr2:101818572-101818743	1	0
chr2:10452184-10452355	1	2
chr2:105391592-105391763	1	0
chr2:10570009-10570180	1	0
chr2:106849006-106849177	0	0
chr2:106882746-106882917	0	0
chr2:10723647-10723818	0	0
chr2:107705115-107705286	1	2
chr2:108537688-108537859	0	0
chr2:109087154-109087325	1	0
chr2:109239952-109240123	0	0
chr2:109474112-109474283	0	0
chr2:110805659-110805830	1	0
chr2:110806715-110806886	0	0
chr2:112450229-112450400	1	2
chr2:112626415-112626586	1	2
chr2:11342159-11342330	0	0
chr2:113571805-113571976	0	0
chr2:113880632-113880803	0	0
chr2:113894164-113894335	0	0
chr2:11446884-11447055	1	0
chr2:11474021-11474192	1	0
chr2:11492366-11492537	0	0
chr2:115307480-115307651	0	0
chr2:117066611-117066782	1	0
chr2:118013875-118014046	1	0
chr21:18147183-18147354	1	0
chr2:119731011-119731182	0	0
chr2:120243022-120243193	0	0
chr21:23278769-23278940	0	0
chr21:25005378-25005549	0	0
chr21:25917019-25917190	1	0
chr21:26024330-26024501	1	0
chr2:126822634-126822805	0	0
chr2:127249564-127249735	0	0
chr2:127438215-127438386	0	0
chr2:127524769-127524940	0	0
chr2:127649408-127649579	0	0
chr2:127981233-127981404	0	0
chr2:128025753-128025924	0	0
chr2:128606201-128606372	0	0
chr2:12884803-12884974	1	0
chr21:31659616-31659787	1	0
chr21:32049658-32049829	0	0
chr2:132254173-132254344	1	2
chr2:132415534-132415705	0	0
chr21:33391952-33392123	0	0
chr21:33401774-33401945	0	0
chr21:33516888-33517059	0	0
chr2:133977827-133977998	1	1
chr21:34071891-34072062	0	0
chr21:34075208-34075379	1	0
chr21:34082359-34082530	0	0
chr21:34533027-34533198	1	0
chr21:34534669-34534840	1	0
chr2:135536820-135536991	0	0
chr21:35898333-35898504	1	1
chr2:136147521-136147690	0	0
chr21:37011078-37011249	1	0
chr21:37071855-37072026	1	0
chr21:37149677-37149848	0	0
chr21:39314287-39314458	1	0
chr21:42032915-42033077	1	0
chr21:42871951-42872122	0	0
chr21:42879547-42879718	1	0
chr21:42955731-42955902	1	0
chr21:44304347-44304518	0	0
chr21:44410811-44410982	1	0
chr21:44790316-44790487	0	0
chr21:44822030-44822201	0	0
chr21:44822608-44822779	1	0
chr21:44858308-44858479	0	0
chr21:44873631-44873802	1	2
chr2:145158368-145158539	0	0
chr21:45254424-45254595	0	0
chr21:45255895-45256066	1	1
chr21:45262326-45262497	1	1
chr21:46338008-46338179	1	0
chr21:46384215-46384377	1	0
chr2:147286629-147286800	0	0
chr2:151009267-151009438	0	0
chr2:151344270-151344431	1	0
chr2:151777148-151777319	0	0
chr2:151789511-151789682	0	0
chr2:151794219-151794390	1	0
chr2:152303448-152303619	0	0
chr2:152336738-152336909	1	0
chr2:152656538-152656709	0	0
chr2:152707611-152707782	0	0
chr2:15592220-15592391	0	0
chr2:156436265-156436436	1	0
chr2:157840727-157840898	1	0
chr2:158431745-158431916	0	0
chr2:158686195-158686366	0	0
chr2:158954889-158955060	0	0
chr2:158958112-158958283	1	0
chr2:159167294-159167465	0	0
chr2:159226089-159226260	0	0
chr2:160336753-160336924	0	0
chr2:161160305-161160476	1	0
chr2:1627864-1628035	1	0
chr2:164506832-164507003	0	0
chr2:165863840-165864011	0	0
chr2:166300948-166301119	0	0
chr2:166882955-166883126	0	0
chr2:168197218-168197389	1	0
chr2:168567631-168567802	0	0
chr2:168634021-168634192	0	0
chr2:168636864-168637035	0	0
chr2:168728815-168728986	0	0
chr2:169146757-169146928	1	0
chr2:169498588-169498759	0	0
chr2:170435135-170435306	0	0
chr2:170924021-170924192	0	0
chr2:171064753-171064924	0	0
chr2:171159605-171159776	0	0
chr2:171912725-171912896	1	1
chr2:172480877-172481048	0	0
chr2:1729480-1729651	0	0
chr2:173191315-173191486	1	0
chr2:173340500-173340671	0	0
chr2:173390093-173390264	0	0
chr2:173715568-173715739	0	0
chr2:173793883-173794054	0	0
chr2:174027333-174027504	1	1
chr2:174039499-174039670	0	0
chr2:174074242-174074413	0	0
chr2:174247860-174248031	1	1
chr2:174807201-174807372	0	0
chr2:177169020-177169188	1	0
chr2:177238015-177238186	0	0
chr2:178868169-178868340	1	0
chr2:179024232-179024403	0	0
chr2:180971543-180971714	1	0
chr2:183057671-183057842	1	0
chr2:183228772-183228943	1	0
chr2:186579655-186579826	1	1
chr2:186607874-186608045	0	0
chr2:187509131-187509302	1	0
chr2:189098413-189098584	1	0
chr2:189175612-189175783	0	0
chr2:1893295-1893466	1	0
chr2:190077399-190077570	1	0
chr2:190754942-190755113	0	0
chr2:190755069-190755239	0	0
chr2:190875840-190876011	1	0
chr2:200658473-200658644	0	0
chr2:200839625-200839796	0	0
chr2:201229072-201229243	0	0
chr2:202255330-202255501	1	1
chr2:202294857-202295028	0	0
chr2:202383072-202383243	0	0
chr2:203230938-203231109	0	0
chr2:204554782-204554953	0	0
chr2:20576667-20576838	0	0
chr2:206133892-206134063	0	0
chr2:206159366-206159537	0	0
chr2:207254638-207254809	0	0
chr2:209564544-209564715	0	0
chr2:210211256-210211427	1	1
chr2:216344285-216344456	0	0
chr2:216463294-216463465	0	0
chr2:216791400-216791571	1	0
chr22:17248808-17248979	0	0
chr22:17478210-17478381	0	0
chr22:17527132-17527303	1	0
chr22:17551754-17551925	0	0
chr2:217836793-217836964	0	0
chr2:217892826-217892997	0	0
chr2:218263262-218263433	1	2
chr2:218312712-218312883	0	0
chr2:218535855-218536026	0	0
chr2:219171582-219171753	0	0
chr22:19424119-19424290	1	0
chr22:19440694-19440865	0	0
chr2:219493080-219493251	0	0
chr2:219628659-219628830	0	0
chr22:19749303-19749474	1	1
chr22:19757523-19757694	0	0
chr22:19767208-19767379	0	0
chr22:19953638-19953809	0	0
chr22:20154850-20155021	1	2
chr22:20624240-20624411	0	0
chr22:20957540-20957711	0	0
chr22:20969215-20969386	1	0
chr22:20971444-20971615	0	0
chr2:221426653-221426824	1	0
chr2:221567473-221567644	0	0
chr22:21783339-21783510	0	0
chr22:21922672-21922843	0	0
chr22:22060637-22060808	0	0
chr2:222299162-222299333	1	0
chr2:22267750-22267921	0	0
chr2:223860019-223860190	0	0
chr22:24558192-24558363	0	0
chr2:224598198-224598369	0	0
chr22:24697426-24697597	1	0
chr22:26788351-26788522	1	0
chr22:27861608-27861779	1	0
chr22:27997548-27997719	1	2
chr22:29264838-29265009	1	1
chr22:29267744-29267915	1	0
chr22:29722715-29722886	1	2
chr22:29792798-29792969	1	0
chr22:30504763-30504934	1	0
chr2:230873948-230874119	0	0
chr2:23100523-23100694	0	0
chr22:31055527-31055698	0	0
chr22:31333704-31333875	0	0
chr22:31349555-31349726	0	0
chr22:31401795-31401966	0	0
chr22:31402562-31402733	0	0
chr22:31432794-31432965	0	0
chr22:31435033-31435204	0	0
chr22:31435663-31435834	0	0
chr2:231451162-231451333	0	0
chr2:231455836-231456007	0	0
chr22:31500678-31500849	0	0
chr2:231606344-231606515	1	0
chr22:31700965-31701136	1	0
chr22:31708574-31708745	0	0
chr22:32129909-32130080	1	1
chr2:232525822-232525993	1	0
chr22:32601784-32601955	1	2
chr2:232710676-232710847	1	2
chr22:32797342-32797513	0	0
chr22:32809270-32809441	0	0
chr22:32812046-32812217	0	0
chr22:32830441-32830612	0	0
chr22:33704682-33704853	1	0
chr2:233830137-233830308	0	0
chr22:34448677-34448848	0	0
chr22:34674518-34674689	1	0
chr22:34784192-34784363	0	0
chr22:35058152-35058323	0	0
chr22:35603109-35603280	0	0
chr22:36134544-36134715	1	0
chr2:236165016-236165187	0	0
chr22:36296669-36296840	0	0
chr22:36325141-36325312	0	0
chr2:236341722-236341893	0	0
chr22:36757353-36757524	1	0
chr2:237097023-237097194	0	0
chr2:237585559-237585730	0	0
chr22:37603839-37604010	0	0
chr2:237633928-237634099	0	0
chr2:237664312-237664483	0	0
chr2:237695197-237695368	0	0
chr2:237739129-237739300	1	0
chr2:237868697-237868868	1	1
chr22:37891045-37891216	0	0
chr22:37958932-37959103	1	0
chr22:38084830-38085001	0	0
chr2:238303100-238303271	1	2
chr22:38750744-38750915	0	0
chr22:39241764-39241935	0	0
chr22:39250633-39250804	0	0
chr22:39492773-39492944	0	0
chr22:39502338-39502509	0	0
chr22:40342393-40342564	0	0
chr2:240423977-240424148	1	0
chr2:240432776-240432947	0	0
chr2:240443119-240443290	0	0
chr2:240474071-240474242	1	0
chr2:240557903-240558074	1	0
chr2:240775428-240775599	1	0
chr2:240793030-240793201	0	0
chr22:41099041-41099212	0	0
chr2:241155571-241155742	0	0
chr2:241305303-241305474	0	0
chr22:41365345-41365516	1	0
chr22:41458285-41458456	0	0
chr22:41461582-41461753	0	0
chr22:41536218-41536389	0	0
chr22:42490779-42490950	0	0
chr22:42856642-42856813	0	0
chr22:43960441-43960612	0	0
chr22:44138929-44139100	0	0
chr22:44362098-44362269	0	0
chr2:24496387-24496558	0	0
chr22:45216552-45216723	0	0
chr22:45672968-45673139	0	0
chr22:46035418-46035589	1	0
chr22:46350201-46350372	0	0
chr22:47387177-47387348	0	0
chr22:48226716-48226887	0	0
chr22:48390072-48390243	1	0
chr22:48504084-48504255	1	0
chr22:49785394-49785565	1	0
chr22:49801718-49801889	1	0
chr22:50173866-50174037	1	2
chr22:50284468-50284639	1	0
chr22:50505043-50505214	0	0
chr22:50570127-50570298	1	0
chr22:50584293-50584460	0	0
chr22:50689019-50689190	1	1
chr2:25231412-25231583	1	0
chr2:25878144-25878315	0	0
chr2:26033659-26033830	1	2
chr2:265567-265738	0	0
chr2:26693279-26693450	1	2
chr2:27089995-27090166	1	0
chr2:27091108-27091279	1	2
chr2:27122029-27122200	1	2
chr2:27335741-27335912	1	0
chr2:27336603-27336774	1	1
chr2:27411601-27411772	0	0
chr2:27441741-27441912	0	0
chr2:27590589-27590760	1	0
chr2:27785393-27785564	0	0
chr2:28684498-28684669	1	0
chr2:28886850-28887021	0	0
chr2:28956856-28957027	1	0
chr2:30238246-30238417	0	0
chr2:31302753-31302924	0	0
chr2:32952807-32952978	0	0
chr2:32976785-32976956	0	0
chr2:32983553-32983724	0	0
chr2:3627163-3627334	0	0
chr2:3652807-3652971	0	0
chr2:37344941-37345112	1	2
chr2:37503444-37503615	1	0
chr2:38145712-38145883	0	0
chr2:38602040-38602211	0	0
chr2:38977094-38977265	0	0
chr2:39112675-39112846	1	1
chr2:40373687-40373858	1	0
chr2:40398218-40398389	0	0
chr2:40403243-40403414	0	0
chr2:40405108-40405279	0	0
