name	DNA1	DNA2	DNA3	DNA4	RNA1	RNA2	RNA3	RNA4	group	region_name	Coding
chr16:11665414-11665585::ALT	307	228	275	261	332	295	266	330	ALT	chr16:11665414-11665585	FALSE
chr16:11885504-11885675::ALT	196	156	171	153	207	160	164	214	ALT	chr16:11885504-11885675	FALSE
chr16:12079389-12079560::ALT	110	109	75	112	100	84	60	137	ALT	chr16:12079389-12079560	FALSE
chr16:12087822-12087993::ALT	990	846	875	969	1342	1224	858	1169	ALT	chr16:12087822-12087993	FALSE
chr16:12162333-12162504::ALT	333	268	296	337	434	388	314	416	ALT	chr16:12162333-12162504	FALSE
chr16:125114-125285::ALT	293	233	222	262	269	234	216	258	ALT	chr16:125114-125285	FALSE
chr16:129857-130028::ALT	208	166	199	199	247	168	209	195	ALT	chr16:129857-130028	FALSE
chr16:13346118-13346289::ALT	241	217	212	199	199	200	198	226	ALT	chr16:13346118-13346289	FALSE
chr1:61334858-61335029::ALT	149	142	132	153	156	91	118	115	ALT	chr1:61334858-61335029	FALSE
chr1:61340561-61340732::ALT	111	105	121	113	152	118	86	101	ALT	chr1:61340561-61340732	FALSE
chr16:13480218-13480389::ALT	71	58	79	75	120	97	93	176	ALT	chr16:13480218-13480389	FALSE
chr16:13750007-13750178::ALT	169	145	120	174	85	83	100	132	ALT	chr16:13750007-13750178	FALSE
chr16:13820901-13821072::ALT	140	97	104	119	114	103	143	149	ALT	chr16:13820901-13821072	FALSE
chr16:13999078-13999249::ALT	354	293	277	351	377	304	326	412	ALT	chr16:13999078-13999249	FALSE
chr16:14071889-14072060::ALT	359	298	261	318	344	297	237	299	ALT	chr16:14071889-14072060	FALSE
chr16:14185622-14185793::ALT	201	166	165	180	200	182	196	245	ALT	chr16:14185622-14185793	FALSE
chr16:1453623-1453794::ALT	184	168	173	161	414	334	317	489	ALT	chr16:1453623-1453794	FALSE
chr1:61454113-61454284::ALT	167	136	105	152	163	142	128	137	ALT	chr1:61454113-61454284	FALSE
chr16:1520169-1520340::ALT	230	162	156	191	185	172	162	185	ALT	chr16:1520169-1520340	TRUE
chr16:1543657-1543828::ALT	154	130	135	146	161	114	102	131	ALT	chr16:1543657-1543828	FALSE
chr16:1711548-1711719::ALT	385	294	365	373	379	352	252	389	ALT	chr16:1711548-1711719	FALSE
chr16:17323284-17323455::ALT	335	252	247	291	330	260	279	334	ALT	chr16:17323284-17323455	FALSE
chr16:17345529-17345700::ALT	241	190	179	248	447	368	400	502	ALT	chr16:17345529-17345700	FALSE
chr16:1786504-1786675::ALT	355	312	308	344	406	346	302	470	ALT	chr16:1786504-1786675	TRUE
chr16:18970077-18970248::ALT	291	230	214	261	240	242	168	208	ALT	chr16:18970077-18970248	FALSE
chr16:19057577-19057748::ALT	384	299	304	338	394	317	316	350	ALT	chr16:19057577-19057748	FALSE
chr16:19061532-19061703::ALT	167	139	131	188	220	137	133	181	ALT	chr16:19061532-19061703	FALSE
chr16:19065007-19065178::ALT	1123	984	944	1043	1386	1243	1151	1358	ALT	chr16:19065007-19065178	FALSE
chr16:19162077-19162248::ALT	192	140	155	190	217	227	162	242	ALT	chr16:19162077-19162248	FALSE
chr16:19535075-19535246::ALT	517	402	396	442	447	383	313	425	ALT	chr16:19535075-19535246	FALSE
chr16:19702129-19702300::ALT	535	464	432	569	477	362	328	483	ALT	chr16:19702129-19702300	FALSE
chr16:19702546-19702717::ALT	206	186	197	239	199	153	129	149	ALT	chr16:19702546-19702717	FALSE
chr16:19705436-19705607::ALT	154	125	154	142	209	165	118	159	ALT	chr16:19705436-19705607	FALSE
chr16:1971204-1971375::ALT	226	224	215	230	252	221	157	224	ALT	chr16:1971204-1971375	FALSE
chr16:2066388-2066559::ALT	435	354	357	415	426	351	326	382	ALT	chr16:2066388-2066559	FALSE
chr16:20868958-20869129::ALT	651	552	547	573	334	292	248	287	ALT	chr16:20868958-20869129	FALSE
chr16:2096801-2096972::ALT	1299	1069	1084	1172	1749	1415	1449	1606	ALT	chr16:2096801-2096972	FALSE
chr16:21024649-21024820::ALT	380	355	327	361	378	251	280	345	ALT	chr16:21024649-21024820	FALSE
chr16:21285245-21285416::ALT	520	423	467	520	374	338	218	292	ALT	chr16:21285245-21285416	FALSE
chr16:21529394-21529565::ALT	420	335	333	410	375	332	319	379	ALT	chr16:21529394-21529565	FALSE
chr16:21958155-21958326::ALT	372	301	319	367	463	412	313	479	ALT	chr16:21958155-21958326	FALSE
chr1:6219771-6219942::ALT	270	219	255	243	349	285	228	343	ALT	chr1:6219771-6219942	FALSE
chr16:22047270-22047441::ALT	384	354	386	388	484	428	334	455	ALT	chr16:22047270-22047441	FALSE
chr16:2222918-2223089::ALT	591	466	517	589	632	483	431	592	ALT	chr16:2222918-2223089	FALSE
chr16:2237608-2237779::ALT	505	369	415	428	412	313	296	380	ALT	chr16:2237608-2237779	FALSE
chr16:2245988-2246159::ALT	1073	988	1002	1064	909	767	698	891	ALT	chr16:2245988-2246159	FALSE
chr16:2251340-2251511::ALT	30	20	26	29	17	23	13	18	ALT	chr16:2251340-2251511	FALSE
chr16:22739499-22739670::ALT	38	38	24	22	21	26	50	38	ALT	chr16:22739499-22739670	FALSE
chr16:2277995-2278166::ALT	890	761	917	851	1474	1422	1285	1776	ALT	chr16:2277995-2278166	FALSE
chr16:2278090-2278261::ALT	549	458	504	574	535	413	375	479	ALT	chr16:2278090-2278261	FALSE
chr16:2297212-2297383::ALT	498	401	393	507	616	469	370	470	ALT	chr16:2297212-2297383	FALSE
chr16:23497355-23497526::ALT	416	318	340	363	379	337	263	378	ALT	chr16:23497355-23497526	FALSE
chr1:62386532-62386703::ALT	336	322	293	343	292	273	228	325	ALT	chr1:62386532-62386703	FALSE
chr16:24021873-24022044::ALT	119	115	112	97	116	103	148	133	ALT	chr16:24021873-24022044	FALSE
chr16:24238668-24238839::ALT	102	86	68	90	106	121	84	84	ALT	chr16:24238668-24238839	FALSE
chr16:24543337-24543508::ALT	244	190	177	222	335	228	240	271	ALT	chr16:24543337-24543508	FALSE
chr1:62458736-62458907::ALT	546	451	479	459	674	520	537	748	ALT	chr1:62458736-62458907	FALSE
chr16:24625033-24625204::ALT	53	40	34	43	71	31	23	41	ALT	chr16:24625033-24625204	FALSE
chr16:2531780-2531951::ALT	987	862	747	931	632	534	459	674	ALT	chr16:2531780-2531951	FALSE
chr16:2538984-2539155::ALT	149	124	138	146	189	134	125	181	ALT	chr16:2538984-2539155	FALSE
chr16:258757-258928::ALT	779	680	683	781	875	714	752	794	ALT	chr16:258757-258928	FALSE
chr16:27448345-27448516::ALT	97	70	107	87	114	97	65	123	ALT	chr16:27448345-27448516	FALSE
chr16:2751669-2751840::ALT	220	141	162	159	211	153	142	203	ALT	chr16:2751669-2751840	FALSE
chr16:27754823-27754994::ALT	234	200	185	246	206	175	165	238	ALT	chr16:27754823-27754994	FALSE
chr16:28106224-28106395::ALT	1230	1038	1123	1145	1220	1101	931	1111	ALT	chr16:28106224-28106395	FALSE
chr16:28122295-28122466::ALT	267	248	219	273	231	265	194	230	ALT	chr16:28122295-28122466	FALSE
chr16:28182531-28182702::ALT	176	124	198	200	161	170	122	159	ALT	chr16:28182531-28182702	FALSE
chr16:28252883-28253054::ALT	113	114	93	96	177	114	102	136	ALT	chr16:28252883-28253054	FALSE
chr16:28830885-28831056::ALT	78	56	74	96	95	90	63	90	ALT	chr16:28830885-28831056	FALSE
chr16:28844193-28844364::ALT	300	213	211	264	271	234	200	258	ALT	chr16:28844193-28844364	TRUE
chr16:29780616-29780787::ALT	165	135	147	165	158	159	124	150	ALT	chr16:29780616-29780787	FALSE
chr16:29786949-29787120::ALT	483	411	424	479	403	354	288	399	ALT	chr16:29786949-29787120	FALSE
chr16:29805113-29805284::ALT	835	689	690	826	842	790	667	897	ALT	chr16:29805113-29805284	FALSE
chr16:29984443-29984614::ALT	406	308	359	383	414	294	247	364	ALT	chr16:29984443-29984614	FALSE
chr16:30115996-30116167::ALT	693	567	597	600	611	472	435	573	ALT	chr16:30115996-30116167	FALSE
chr16:30345265-30345436::ALT	366	319	323	352	454	313	291	294	ALT	chr16:30345265-30345436	FALSE
chr16:30362789-30362960::ALT	182	164	159	215	158	128	97	155	ALT	chr16:30362789-30362960	FALSE
chr16:30378330-30378501::ALT	1565	1349	1346	1437	2195	1873	1632	2052	ALT	chr16:30378330-30378501	FALSE
chr16:30525973-30526144::ALT	156	150	147	154	61	40	26	49	ALT	chr16:30525973-30526144	FALSE
chr16:30753134-30753305::ALT	452	408	364	403	414	348	280	379	ALT	chr16:30753134-30753305	FALSE
chr16:30759192-30759363::ALT	1631	1412	1261	1588	1371	1064	983	1323	ALT	chr16:30759192-30759363	FALSE
chr16:30792323-30792494::ALT	181	152	185	164	200	194	181	226	ALT	chr16:30792323-30792494	FALSE
chr16:30972533-30972704::ALT	45	27	33	42	43	42	66	78	ALT	chr16:30972533-30972704	FALSE
chr16:31025724-31025895::ALT	625	535	547	654	623	562	518	584	ALT	chr16:31025724-31025895	FALSE
chr16:31029824-31029995::ALT	268	200	226	205	262	227	183	258	ALT	chr16:31029824-31029995	FALSE
chr16:31093807-31093978::ALT	255	212	231	208	305	206	198	287	ALT	chr16:31093807-31093978	FALSE
chr16:31112267-31112438::ALT	1186	983	1002	1087	746	584	598	808	ALT	chr16:31112267-31112438	TRUE
chr16:31166785-31166956::ALT	237	190	202	206	273	250	245	345	ALT	chr16:31166785-31166956	FALSE
chr16:31285495-31285666::ALT	105	99	100	94	99	121	99	121	ALT	chr16:31285495-31285666	FALSE
chr16:31389011-31389182::ALT	806	675	749	828	996	795	778	940	ALT	chr16:31389011-31389182	FALSE
chr16:31426891-31427062::ALT	238	179	208	230	208	215	179	262	ALT	chr16:31426891-31427062	FALSE
chr16:31456375-31456546::ALT	185	129	148	164	166	126	125	147	ALT	chr16:31456375-31456546	FALSE
chr16:31485206-31485377::ALT	667	610	530	639	630	515	494	580	ALT	chr16:31485206-31485377	FALSE
chr16:31554269-31554440::ALT	472	423	404	461	363	293	265	384	ALT	chr16:31554269-31554440	FALSE
chr1:63322270-63322441::ALT	858	804	804	865	608	503	422	597	ALT	chr1:63322270-63322441	FALSE
chr16:3460469-3460640::ALT	245	202	212	197	253	261	208	292	ALT	chr16:3460469-3460640	FALSE
chr16:3486198-3486362::ALT	1469	1261	1240	1417	1474	1253	1125	1555	ALT	chr16:3486198-3486362	FALSE
chr16:35396459-35396630::ALT	377	270	282	305	444	392	298	425	ALT	chr16:35396459-35396630	FALSE
chr16:35623530-35623701::ALT	144	104	134	153	185	130	133	131	ALT	chr16:35623530-35623701	FALSE
chr16:35687613-35687784::ALT	420	325	368	390	265	246	204	199	ALT	chr16:35687613-35687784	FALSE
chr16:3653895-3654066::ALT	446	354	389	423	345	267	259	353	ALT	chr16:3653895-3654066	FALSE
chr16:3728735-3728906::ALT	2544	2250	2210	2523	2699	2177	1841	2479	ALT	chr16:3728735-3728906	TRUE
chr16:377150-377321::ALT	402	322	302	383	260	228	216	239	ALT	chr16:377150-377321	FALSE
chr16:377508-377679::ALT	460	327	382	413	390	274	249	312	ALT	chr16:377508-377679	FALSE
chr16:3825136-3825307::ALT	175	128	144	160	159	143	106	155	ALT	chr16:3825136-3825307	FALSE
chr1:64050122-64050293::ALT	329	297	273	326	260	233	242	308	ALT	chr1:64050122-64050293	FALSE
chr16:4095934-4096105::ALT	89	66	60	59	86	81	53	84	ALT	chr16:4095934-4096105	FALSE
chr1:64136628-64136799::ALT	146	120	125	119	182	151	113	155	ALT	chr1:64136628-64136799	FALSE
chr16:4222212-4222383::ALT	910	825	740	857	789	640	583	673	ALT	chr16:4222212-4222383	FALSE
chr16:4293568-4293739::ALT	632	536	497	599	547	402	391	478	ALT	chr16:4293568-4293739	FALSE
chr16:4468149-4468320::ALT	126	118	130	132	173	156	103	144	ALT	chr16:4468149-4468320	FALSE
chr1:6458151-6458322::ALT	155	106	161	176	147	124	153	154	ALT	chr1:6458151-6458322	FALSE
chr1:64597933-64598104::ALT	191	142	148	159	201	108	105	170	ALT	chr1:64597933-64598104	FALSE
chr16:4614674-4614845::ALT	563	465	470	501	627	591	618	750	ALT	chr16:4614674-4614845	TRUE
chr16:4655325-4655496::ALT	1598	1271	1338	1507	1386	1236	1023	1340	ALT	chr16:4655325-4655496	FALSE
chr16:46676119-46676290::ALT	110	79	79	104	114	72	56	118	ALT	chr16:46676119-46676290	FALSE
chr16:46684041-46684212::ALT	313	287	259	312	308	318	330	421	ALT	chr16:46684041-46684212	FALSE
chr16:46971717-46971888::ALT	30	27	18	38	33	26	27	30	ALT	chr16:46971717-46971888	FALSE
chr16:47446323-47446494::ALT	102	81	80	94	52	50	42	59	ALT	chr16:47446323-47446494	FALSE
chr16:47472674-47472845::ALT	588	521	513	598	563	568	519	619	ALT	chr16:47472674-47472845	FALSE
chr1:64833920-64834091::ALT	50	55	45	56	35	34	32	49	ALT	chr1:64833920-64834091	FALSE
chr16:4876678-4876849::ALT	335	285	308	318	231	162	164	195	ALT	chr16:4876678-4876849	FALSE
chr16:4882488-4882659::ALT	204	160	149	150	138	154	134	188	ALT	chr16:4882488-4882659	FALSE
chr16:4886405-4886576::ALT	172	142	182	186	214	202	128	165	ALT	chr16:4886405-4886576	FALSE
chr16:48945489-48945660::ALT	278	230	214	261	239	163	134	225	ALT	chr16:48945489-48945660	FALSE
chr16:4899265-4899436::ALT	1030	935	930	1069	1246	946	874	1092	ALT	chr16:4899265-4899436	FALSE
chr16:4903744-4903915::ALT	728	577	638	734	746	576	548	741	ALT	chr16:4903744-4903915	FALSE
chr16:49121839-49122010::ALT	48	40	40	37	44	51	36	27	ALT	chr16:49121839-49122010	FALSE
chr16:49354048-49354219::ALT	258	225	225	271	519	468	407	463	ALT	chr16:49354048-49354219	FALSE
chr16:50090982-50091153::ALT	47	54	44	62	35	52	54	64	ALT	chr16:50090982-50091153	FALSE
chr16:50596965-50597136::ALT	364	325	318	347	322	277	231	294	ALT	chr16:50596965-50597136	FALSE
chr16:5090658-5090829::ALT	170	145	140	153	95	81	66	73	ALT	chr16:5090658-5090829	FALSE
chr16:51158316-51158487::ALT	330	317	303	326	304	280	232	315	ALT	chr16:51158316-51158487	FALSE
chr1:65174898-65175069::ALT	49	44	45	55	60	39	42	74	ALT	chr1:65174898-65175069	FALSE
chr16:51997915-51998086::ALT	560	447	496	523	767	593	511	745	ALT	chr16:51997915-51998086	FALSE
chr1:65255957-65256128::ALT	532	499	475	547	437	305	297	324	ALT	chr1:65255957-65256128	FALSE
chr1:65285266-65285437::ALT	138	114	119	133	130	134	108	138	ALT	chr1:65285266-65285437	FALSE
chr16:53421313-53421484::ALT	621	566	510	540	768	660	525	679	ALT	chr16:53421313-53421484	FALSE
chr16:53626647-53626818::ALT	222	206	188	233	262	233	217	284	ALT	chr16:53626647-53626818	FALSE
chr16:53713317-53713488::ALT	120	120	129	106	178	148	127	171	ALT	chr16:53713317-53713488	FALSE
chr1:65414057-65414228::ALT	269	245	323	268	310	245	190	228	ALT	chr1:65414057-65414228	FALSE
chr16:54159790-54159961::ALT	112	91	90	92	143	124	91	136	ALT	chr16:54159790-54159961	FALSE
chr16:54485413-54485584::ALT	65	56	42	64	60	45	53	61	ALT	chr16:54485413-54485584	FALSE
chr16:54503318-54503489::ALT	250	215	243	243	207	186	160	250	ALT	chr16:54503318-54503489	FALSE
chr16:54655761-54655932::ALT	112	96	80	104	169	128	121	143	ALT	chr16:54655761-54655932	FALSE
chr16:548589-548760::ALT	1984	1697	1677	1828	1226	1047	892	1097	ALT	chr16:548589-548760	FALSE
chr16:551008-551179::ALT	633	544	572	670	341	262	221	306	ALT	chr16:551008-551179	FALSE
chr16:55372268-55372439::ALT	361	350	295	357	440	379	325	407	ALT	chr16:55372268-55372439	FALSE
chr16:55382929-55383100::ALT	286	241	312	282	415	326	289	340	ALT	chr16:55382929-55383100	FALSE
chr16:55383630-55383801::ALT	151	122	134	134	170	137	122	190	ALT	chr16:55383630-55383801	FALSE
chr16:559293-559464::ALT	1751	1482	1479	1776	1988	1423	1325	1761	ALT	chr16:559293-559464	FALSE
chr16:56571848-56572019::ALT	281	208	219	281	331	268	249	293	ALT	chr16:56571848-56572019	FALSE
chr16:56607238-56607409::ALT	870	797	810	947	1410	1250	1113	1430	ALT	chr16:56607238-56607409	FALSE
chr16:56649717-56649887::ALT	81	87	63	59	88	81	60	98	ALT	chr16:56649717-56649887	FALSE
chr16:56919592-56919763::ALT	105	100	90	115	183	155	117	144	ALT	chr16:56919592-56919763	FALSE
chr16:56931242-56931413::ALT	128	84	94	103	58	48	42	63	ALT	chr16:56931242-56931413	FALSE
chr16:56937069-56937240::ALT	179	145	163	163	108	91	79	80	ALT	chr16:56937069-56937240	FALSE
chr16:570595-570766::ALT	630	558	551	594	540	444	388	522	ALT	chr16:570595-570766	FALSE
chr16:57268900-57269071::ALT	350	342	354	369	575	394	378	513	ALT	chr16:57268900-57269071	FALSE
chr16:57475102-57475273::ALT	732	653	676	667	310	261	228	270	ALT	chr16:57475102-57475273	TRUE
chr16:57616617-57616788::ALT	310	239	238	314	230	174	188	215	ALT	chr16:57616617-57616788	FALSE
chr16:577923-578094::ALT	661	591	586	648	628	537	440	622	ALT	chr16:577923-578094	FALSE
chr16:58034190-58034361::ALT	458	376	381	455	845	622	699	874	ALT	chr16:58034190-58034361	FALSE
chr16:58111477-58111648::ALT	409	372	325	408	325	247	246	321	ALT	chr16:58111477-58111648	FALSE
chr16:58117655-58117826::ALT	228	225	239	263	254	256	211	278	ALT	chr16:58117655-58117826	FALSE
chr16:587591-587762::ALT	294	281	266	272	321	267	216	267	ALT	chr16:587591-587762	FALSE
chr16:59042445-59042616::ALT	159	136	111	157	154	142	121	199	ALT	chr16:59042445-59042616	FALSE
chr16:59260120-59260289::ALT	124	116	114	125	105	116	94	122	ALT	chr16:59260120-59260289	FALSE
chr16:59629905-59630076::ALT	200	150	133	185	203	162	150	202	ALT	chr16:59629905-59630076	FALSE
chr16:6131524-6131695::ALT	223	150	173	211	157	135	130	189	ALT	chr16:6131524-6131695	FALSE
chr16:62638648-62638811::ALT	391	359	337	361	357	309	259	374	ALT	chr16:62638648-62638811	FALSE
chr16:63525397-63525568::ALT	248	236	247	255	276	199	168	245	ALT	chr16:63525397-63525568	FALSE
chr16:6355293-6355464::ALT	171	155	148	163	172	117	89	148	ALT	chr16:6355293-6355464	FALSE
chr16:63990009-63990180::ALT	229	213	227	222	143	107	109	130	ALT	chr16:63990009-63990180	FALSE
chr16:6485140-6485311::ALT	501	510	479	539	538	500	393	545	ALT	chr16:6485140-6485311	FALSE
chr1:66554172-66554343::ALT	567	460	480	550	560	498	412	577	ALT	chr1:66554172-66554343	FALSE
chr16:65745443-65745614::ALT	218	191	162	224	237	180	147	205	ALT	chr16:65745443-65745614	FALSE
chr16:65811796-65811967::ALT	118	65	110	127	98	102	95	95	ALT	chr16:65811796-65811967	FALSE
chr16:65845452-65845623::ALT	332	317	367	342	243	193	179	213	ALT	chr16:65845452-65845623	FALSE
chr16:67176720-67176891::ALT	282	261	291	303	295	249	241	240	ALT	chr16:67176720-67176891	FALSE
chr16:67425412-67425583::ALT	266	240	226	245	219	243	218	255	ALT	chr16:67425412-67425583	FALSE
chr16:67567765-67567936::ALT	146	138	129	127	148	111	109	142	ALT	chr16:67567765-67567936	FALSE
chr16:67719981-67720152::ALT	129	124	99	101	178	149	118	121	ALT	chr16:67719981-67720152	FALSE
chr16:67877232-67877403::ALT	579	580	523	543	620	511	428	523	ALT	chr16:67877232-67877403	FALSE
chr16:67878473-67878644::ALT	21	22	20	12	17	10	11	15	ALT	chr16:67878473-67878644	TRUE
chr16:67894941-67895112::ALT	504	454	496	540	509	429	341	473	ALT	chr16:67894941-67895112	FALSE
chr16:67907414-67907585::ALT	624	498	571	578	595	473	349	544	ALT	chr16:67907414-67907585	FALSE
chr16:67960316-67960486::ALT	877	711	777	882	753	636	594	750	ALT	chr16:67960316-67960486	FALSE
chr16:68646072-68646243::ALT	1002	846	846	915	1416	1143	1222	1467	ALT	chr16:68646072-68646243	FALSE
chr16:69318329-69318500::ALT	816	785	732	847	879	722	579	822	ALT	chr16:69318329-69318500	FALSE
chr16:69576299-69576470::ALT	35	40	36	28	35	31	33	54	ALT	chr16:69576299-69576470	FALSE
chr16:69840281-69840452::ALT	294	253	259	273	304	246	209	348	ALT	chr16:69840281-69840452	FALSE
chr16:6990747-6990918::ALT	244	245	217	241	234	218	162	200	ALT	chr16:6990747-6990918	FALSE
chr1:66999804-66999975::ALT	1	1	4	2	0	1	6	2	ALT	chr1:66999804-66999975	FALSE
chr16:70078970-70079141::ALT	297	260	245	293	270	180	156	217	ALT	chr16:70078970-70079141	FALSE
chr16:70251166-70251337::ALT	79	78	62	75	63	62	40	60	ALT	chr16:70251166-70251337	TRUE
chr16:70508953-70509124::ALT	60	57	53	59	81	65	58	78	ALT	chr16:70508953-70509124	FALSE
chr16:70520745-70520916::ALT	66	57	64	69	55	46	41	44	ALT	chr16:70520745-70520916	FALSE
chr16:70574567-70574738::ALT	398	355	358	407	503	372	322	418	ALT	chr16:70574567-70574738	FALSE
chr16:70604984-70605151::ALT	479	458	376	507	453	365	381	493	ALT	chr16:70604984-70605151	FALSE
chr16:71964334-71964505::ALT	167	151	144	178	209	157	146	217	ALT	chr16:71964334-71964505	FALSE
chr16:72984951-72985122::ALT	33	35	46	53	57	36	37	29	ALT	chr16:72984951-72985122	FALSE
chr16:73217773-73217944::ALT	128	106	96	104	101	81	99	84	ALT	chr16:73217773-73217944	FALSE
chr1:67464376-67464547::ALT	539	442	422	534	341	338	264	346	ALT	chr1:67464376-67464547	FALSE
chr16:74901920-74902091::ALT	210	176	177	201	223	175	198	255	ALT	chr16:74901920-74902091	FALSE
chr16:74985971-74986142::ALT	160	144	135	158	177	136	125	171	ALT	chr16:74985971-74986142	FALSE
chr16:75231106-75231277::ALT	480	392	395	402	419	344	328	344	ALT	chr16:75231106-75231277	FALSE
chr16:75237509-75237680::ALT	435	338	339	424	400	344	282	346	ALT	chr16:75237509-75237680	FALSE
chr16:75238721-75238892::ALT	2707	2226	2039	2543	3467	3063	3016	3542	ALT	chr16:75238721-75238892	FALSE
chr16:75243718-75243889::ALT	949	864	794	963	1031	807	805	950	ALT	chr16:75243718-75243889	FALSE
chr16:75311309-75311480::ALT	466	393	381	419	489	372	359	474	ALT	chr16:75311309-75311480	FALSE
chr16:75311410-75311581::ALT	194	168	178	222	189	157	159	191	ALT	chr16:75311410-75311581	FALSE
chr16:76274252-76274423::ALT	420	343	350	362	300	315	239	357	ALT	chr16:76274252-76274423	FALSE
chr1:67646462-67646633::ALT	43	46	43	48	44	50	31	60	ALT	chr1:67646462-67646633	FALSE
chr1:67732481-67732652::ALT	171	139	130	179	104	77	101	82	ALT	chr1:67732481-67732652	FALSE
chr16:775075-775246::ALT	1355	1067	1148	1325	1287	934	909	1151	ALT	chr16:775075-775246	TRUE
chr16:77840101-77840272::ALT	48	53	51	51	43	47	51	57	ALT	chr16:77840101-77840272	FALSE
chr1:67834690-67834861::ALT	361	294	316	356	428	273	288	355	ALT	chr1:67834690-67834861	FALSE
chr16:78677426-78677597::ALT	201	204	161	217	215	162	152	244	ALT	chr16:78677426-78677597	FALSE
chr16:78923301-78923472::ALT	10	15	21	21	10	5	7	5	ALT	chr16:78923301-78923472	FALSE
chr16:78985810-78985981::ALT	155	116	117	118	106	73	85	117	ALT	chr16:78985810-78985981	FALSE
chr16:79007451-79007622::ALT	185	191	193	197	242	173	155	240	ALT	chr16:79007451-79007622	FALSE
chr16:79217015-79217186::ALT	792	665	693	755	886	735	605	793	ALT	chr16:79217015-79217186	FALSE
chr16:79598017-79598187::ALT	108	117	87	129	135	105	63	139	ALT	chr16:79598017-79598187	FALSE
chr16:80302697-80302868::ALT	118	105	83	114	132	96	108	111	ALT	chr16:80302697-80302868	FALSE
chr16:80995444-80995615::ALT	361	278	262	346	370	349	238	363	ALT	chr16:80995444-80995615	FALSE
chr16:81430915-81431086::ALT	269	247	250	255	283	215	178	240	ALT	chr16:81430915-81431086	FALSE
chr16:81447758-81447929::ALT	798	627	622	746	639	531	459	611	ALT	chr16:81447758-81447929	FALSE
chr16:81453595-81453766::ALT	1049	970	894	1008	1194	976	784	1030	ALT	chr16:81453595-81453766	FALSE
chr16:81653004-81653175::ALT	978	869	881	911	1064	890	854	999	ALT	chr16:81653004-81653175	FALSE
chr16:81800230-81800401::ALT	125	135	117	137	74	56	55	84	ALT	chr16:81800230-81800401	FALSE
chr1:68220974-68221145::ALT	81	71	99	77	79	44	61	82	ALT	chr1:68220974-68221145	FALSE
chr1:68223633-68223804::ALT	310	267	274	319	229	186	135	177	ALT	chr1:68223633-68223804	FALSE
chr16:82294858-82295029::ALT	195	178	189	209	249	196	156	196	ALT	chr16:82294858-82295029	FALSE
chr16:82301506-82301677::ALT	648	549	483	628	820	571	542	622	ALT	chr16:82301506-82301677	FALSE
chr16:82303098-82303269::ALT	174	128	155	153	90	64	67	80	ALT	chr16:82303098-82303269	FALSE
chr16:82624280-82624451::ALT	237	190	192	216	297	219	205	296	ALT	chr16:82624280-82624451	FALSE
chr16:82633442-82633613::ALT	2137	1852	1718	1953	2245	1764	1676	2232	ALT	chr16:82633442-82633613	FALSE
chr16:82715000-82715171::ALT	137	107	86	103	136	88	66	118	ALT	chr16:82715000-82715171	FALSE
chr16:82734510-82734681::ALT	125	107	120	119	120	95	100	127	ALT	chr16:82734510-82734681	FALSE
chr16:83903714-83903885::ALT	463	444	433	451	375	298	274	379	ALT	chr16:83903714-83903885	FALSE
chr16:83906802-83906973::ALT	310	249	206	293	327	254	227	267	ALT	chr16:83906802-83906973	FALSE
chr16:83926687-83926858::ALT	850	768	728	831	830	750	666	792	ALT	chr16:83926687-83926858	FALSE
chr16:83939299-83939470::ALT	577	585	528	618	606	401	436	586	ALT	chr16:83939299-83939470	FALSE
chr16:83976145-83976316::ALT	505	440	415	508	457	371	366	466	ALT	chr16:83976145-83976316	FALSE
chr16:84044911-84045082::ALT	415	308	355	359	136	125	111	166	ALT	chr16:84044911-84045082	FALSE
chr16:84048768-84048939::ALT	72	70	73	54	25	21	22	26	ALT	chr16:84048768-84048939	FALSE
chr16:84065949-84066120::ALT	153	102	91	105	101	73	74	92	ALT	chr16:84065949-84066120	FALSE
chr16:84073853-84074024::ALT	246	208	214	255	246	181	166	194	ALT	chr16:84073853-84074024	FALSE
chr16:84113070-84113241::ALT	160	152	142	153	148	119	110	152	ALT	chr16:84113070-84113241	FALSE
chr16:84128725-84128896::ALT	239	239	237	244	284	257	228	277	ALT	chr16:84128725-84128896	FALSE
chr16:84134646-84134816::ALT	58	48	45	39	54	42	34	61	ALT	chr16:84134646-84134816	FALSE
chr16:84315541-84315712::ALT	205	159	196	212	190	129	116	126	ALT	chr16:84315541-84315712	FALSE
chr16:84356718-84356889::ALT	691	609	680	708	771	639	500	622	ALT	chr16:84356718-84356889	FALSE
chr16:84687537-84687708::ALT	137	118	127	156	95	43	63	53	ALT	chr16:84687537-84687708	FALSE
chr16:84707935-84708106::ALT	113	99	103	141	89	61	50	84	ALT	chr16:84707935-84708106	FALSE
chr16:84921349-84921520::ALT	696	575	623	630	611	501	409	520	ALT	chr16:84921349-84921520	FALSE
chr16:84932613-84932784::ALT	463	350	315	433	291	278	228	298	ALT	chr16:84932613-84932784	FALSE
chr16:85055798-85055969::ALT	830	703	619	744	1002	742	638	843	ALT	chr16:85055798-85055969	FALSE
chr16:85058696-85058867::ALT	102	80	86	89	138	91	101	145	ALT	chr16:85058696-85058867	FALSE
chr16:85159204-85159375::ALT	747	610	634	687	918	749	705	867	ALT	chr16:85159204-85159375	FALSE
